id	label	synonyms	snomed	omop	doid	mondo	nci	icd10	orphanet	omim	umls	mesh
DOID:5293	extrahepatic bile duct leiomyosarcoma	leiomyosarcoma of the bile duct			5293		C5848				C1333508	
DOID:5295	intestinal disease		266483008		5295		C26801	K63.9			C0021831	D007410
DOID:5296	liver leiomyosarcoma	leiomyosarcoma of the Liver			5296		C5756				C1333969	
DOID:5297	rectum leiomyosarcoma	leiomyosarcoma of rectum	1156783003		5297		C5549				C1335683	
DOID:5299	endometrial clear cell adenocarcinoma	Clear cell carcinoma of Endometrium			5299		C8028				C0279765	
DOID:53	pituitary gland disease	pituitary disease			53						C0029493	
DOID:530	eyelid disease		60113004		530		C26768	H02.9			C0015423	D005141
DOID:5301	fallopian tube clear cell adenocarcinoma	Clear cell carcinoma of the fallopian tube			5301		C6280				C1333591	
DOID:5302	uterine ligament clear cell adenocarcinoma				5302		C40139				C5557431	
DOID:5303	cervical clear cell adenocarcinoma	Clear cell carcinoma of the Cervix Uteri			5303		C6344				C1332912	
DOID:5304	ovarian clear cell adenocarcinoma		763131005		5304		C40078				C1518693	
DOID:5306	bladder clear cell adenocarcinoma	bladder Mesonephric adenocarcinoma			5306		C6179				C1332557	
DOID:5307	urethra clear cell adenocarcinoma	Clear cell adenocarcinoma of the urethra			5307		C6172				C1336886	
DOID:5308	ampulla of Vater clear cell adenocarcinoma				5308		C27414				C1332246	
DOID:5309	epithelial-myoepithelial carcinoma		189722008		5309		C4199				C0334392	
DOID:5310	glycogen-rich clear cell breast carcinoma	glycogen-rich carcinoma of breast			5310		C40368				C2012261	
DOID:5313	vulvar alveolar soft part sarcoma				5313		C40320				C1520069	
DOID:5324	fallopian tube germ cell cancer				5324		C40130				C1517114	
DOID:5325	Roberts syndrome	LONG BONE DEFICIENCIES ASSOCIATED WITH CLEFT LIP-PALATE | RBS | Roberts-Sc Phocomelia Syndrome | SC phocomelia syndrome	48718006		5325		C4681		3103		C0392475	C535687
DOID:5327	retinal detachment		155103005		5327		C26874	H33.2			C0035305	D012163
DOID:533	thymus gland disease	disease of thymus gland	20673009		533		C26962	E32			C0154199	
DOID:5330	dental pulp disease	Dental pulp disorder | disorder of pulp of tooth | pulp disorder	57203004		5330		C34530				C0011405	D003788
DOID:5331	testicular granulosa cell tumor	Granulosa cell tumor of testis | Granulosa cell tumour of testis | testicular granulosa cell tumour			5331		C6357				C1336709	
DOID:5334	paraphimosis		155922002		5334		C34893	N47.2			C0030483	D010263
DOID:5337	epulis	epulides | Gingival polyp | polyp of Gum	71708001		5337		C3948				C0266919	D005882
DOID:5338	gingival hypertrophy	hypertrophy of gingivae	54711002		5338						C0017567	D005886
DOID:5339	cyclic hematopoiesis	cyclic agranulocytosis | Cyclic neutropenia | Cyclical neutropenia | Neutropenia, periodic	69295006		5339		C3820	D70.4			C0221023	C536227
