id	label	synonyms	umls
NCIT:C134567	Hamster Ductus Deferens Leiomyosarcoma		
NCIT:C134568	Hamster Uterine Leiomyosarcoma		
NCIT:C134569	Horse Melanoma		
NCIT:C134570	Mouse Basal Cell Carcinoma		
NCIT:C134571	Medaka Hepatoma	Oryzias latipes Hepatoma	
NCIT:C134572	Medaka Melanoma	Oryzias latipes Melanoma	
NCIT:C134573	Rainbow Trout Hepatoma	Oncorhynchus mykiss Hepatoma	
NCIT:C134574	Xenopus Neoplasm		
NCIT:C134575	Xiphophorus Melanoma		
NCIT:C134576	Non-Human or Experimental Organism Neoplasm	Experimental Organism Neoplasm	
NCIT:C134604	Intrahepatic Bile Duct Cancer by AJCC v8 Stage	Intrahepatic Bile Duct Cancer Tumor Stage (Pathologic) | Intrahepatic Bile Duct Carcinoma by AJCC v8 Stage	
NCIT:C134609	Stage 0 Intrahepatic Bile Duct Cancer AJCC v8	Stage 0 Intrahepatic Bile Duct Cancer | Stage 0 Intrahepatic Bile Duct Carcinoma AJCC v8	
NCIT:C134610	Stage I Intrahepatic Bile Duct Cancer AJCC v8	Stage I Intrahepatic Bile Duct Cancer | Stage I Intrahepatic Bile Duct Carcinoma AJCC v8	
NCIT:C134611	Stage IA Intrahepatic Bile Duct Cancer AJCC v8	Stage IA Intrahepatic Bile Duct Cancer | Stage IA Intrahepatic Bile Duct Carcinoma AJCC v8	
NCIT:C134612	Stage IB Intrahepatic Bile Duct Cancer AJCC v8	Stage IB Intrahepatic Bile Duct Cancer | Stage IB Intrahepatic Bile Duct Carcinoma AJCC v8	
NCIT:C134614	Stage II Intrahepatic Bile Duct Cancer AJCC v8	Stage II Intrahepatic Bile Duct Cancer | Stage II Intrahepatic Bile Duct Carcinoma AJCC v8	
NCIT:C134615	Stage III Intrahepatic Bile Duct Cancer AJCC v8	Stage III Intrahepatic Bile Duct Cancer | Stage III Intrahepatic Bile Duct Carcinoma AJCC v8	
NCIT:C134616	Stage IIIA Intrahepatic Bile Duct Cancer AJCC v8	Stage IIIA Intrahepatic Bile Duct Cancer | Stage IIIA Intrahepatic Bile Duct Carcinoma AJCC v8	
NCIT:C134618	Stage IIIB Intrahepatic Bile Duct Cancer AJCC v8	Stage IIIB Intrahepatic Bile Duct Cancer | Stage IIIB Intrahepatic Bile Duct Carcinoma AJCC v8	
NCIT:C134619	Stage IV Intrahepatic Bile Duct Cancer AJCC v8	Stage IV Intrahepatic Bile Duct Cancer | Stage IV Intrahepatic Bile Duct Carcinoma AJCC v8	
NCIT:C134660	Gallbladder Cancer by AJCC v8 Stage	Gallbladder Carcinoma by AJCC v8 Stage	
NCIT:C134663	Stage 0 Gallbladder Cancer AJCC v8	Stage 0 Gallbladder Cancer | Stage 0 Gallbladder Carcinoma AJCC v8	
NCIT:C134665	Stage I Gallbladder Cancer AJCC v8	Stage I Gallbladder Cancer | Stage I Gallbladder Carcinoma AJCC v8	
NCIT:C134667	Stage II Gallbladder Cancer AJCC v8	Stage II Gallbladder Cancer | Stage II Gallbladder Carcinoma AJCC v8	
NCIT:C134670	Stage IIA Gallbladder Cancer AJCC v8	Stage IIA Gallbladder Cancer | Stage IIA Gallbladder Carcinoma AJCC v8	
NCIT:C134671	Stage IIB Gallbladder Cancer AJCC v8	Stage IIB Gallbladder Cancer | Stage IIB Gallbladder Carcinoma AJCC v8	
NCIT:C134672	Stage III Gallbladder Cancer AJCC v8	Stage III Gallbladder Cancer | Stage III Gallbladder Carcinoma AJCC v8	
NCIT:C134673	Stage IIIA Gallbladder Cancer AJCC v8	Stage IIIA Gallbladder Cancer | Stage IIIA Gallbladder Carcinoma AJCC v8	
NCIT:C134674	Stage IIIB Gallbladder Cancer AJCC v8	Stage IIIB Gallbladder Cancer | Stage IIIB Gallbladder Carcinoma AJCC v8	
NCIT:C134675	Stage IV Gallbladder Cancer AJCC v8	Stage IV Gallbladder Cancer | Stage IV Gallbladder Carcinoma AJCC v8	
NCIT:C134676	Stage IVA Gallbladder Cancer AJCC v8	Stage IVA Gallbladder Cancer | Stage IVA Gallbladder Carcinoma AJCC v8	
NCIT:C134678	Stage IVB Gallbladder Cancer AJCC v8	Stage IVB Gallbladder Cancer | Stage IVB Gallbladder Carcinoma AJCC v8	
NCIT:C134742	Hilar Cholangiocarcinoma by AJCC v7 Stage	Perihilar Cholangiocarcinoma by AJCC v7 Stage	
NCIT:C134743	Hilar Cholangiocarcinoma by AJCC v8 Stage	Hilar Cholangiocarcinoma Tumor Stage (Pathologic) | Perihilar Cholangiocarcinoma by AJCC v8 Stage	
NCIT:C134744	Stage 0 Hilar Cholangiocarcinoma AJCC v8	0 | Stage 0 Hilar Cholangiocarcinoma | Stage 0 Perihilar Cholangiocarcinoma AJCC v8	
NCIT:C134745	Stage I Hilar Cholangiocarcinoma AJCC v8	I | Stage I Hilar Cholangiocarcinoma | Stage I Perihilar Cholangiocarcinoma AJCC v8	
NCIT:C134746	Stage II Hilar Cholangiocarcinoma AJCC v8	II | Stage II Hilar Cholangiocarcinoma | Stage II Perihilar Cholangiocarcinoma AJCC v8	
NCIT:C134747	Stage III Hilar Cholangiocarcinoma AJCC v8	III | Stage III Hilar Cholangiocarcinoma | Stage III Perihilar Cholangiocarcinoma AJCC v8	
NCIT:C134748	Stage IIIA Hilar Cholangiocarcinoma AJCC v8	IIIA | Stage IIIA Hilar Cholangiocarcinoma | Stage IIIA Perihilar Cholangiocarcinoma AJCC v8	
NCIT:C134749	Stage IIIB Hilar Cholangiocarcinoma AJCC v8	IIIB | Stage IIIB Hilar Cholangiocarcinoma | Stage IIIB Perihilar Cholangiocarcinoma AJCC v8	
NCIT:C134750	Stage IIIC Hilar Cholangiocarcinoma AJCC v8	IIIC | Stage IIIC Hilar Cholangiocarcinoma | Stage IIIC Perihilar Cholangiocarcinoma AJCC v8	
NCIT:C134751	Stage IV Hilar Cholangiocarcinoma AJCC v8	IV | Stage IV Hilar Cholangiocarcinoma | Stage IV Perihilar Cholangiocarcinoma AJCC v8	
NCIT:C134752	Stage IVA Hilar Cholangiocarcinoma AJCC v8	IVA | Stage IVA Hilar Cholangiocarcinoma | Stage IVA Perihilar Cholangiocarcinoma AJCC v8	
NCIT:C134753	Stage IVB Hilar Cholangiocarcinoma AJCC v8	IVB | Stage IVB Hilar Cholangiocarcinoma | Stage IVB Perihilar Cholangiocarcinoma AJCC v8	
NCIT:C134755	Intrahepatic Cholangiocarcinoma by AJCC v8 Stage		
NCIT:C134756	Stage 0 Intrahepatic Cholangiocarcinoma AJCC v8	0 | Stage 0 Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)	
NCIT:C134757	Stage I Intrahepatic Cholangiocarcinoma AJCC v8	I | Stage I Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)	
NCIT:C134758	Stage IA Intrahepatic Cholangiocarcinoma AJCC v8	IA | Stage IA Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)	
NCIT:C134759	Stage IB Intrahepatic Cholangiocarcinoma AJCC v8	IB | Stage IB Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)	
NCIT:C134760	Stage II Intrahepatic Cholangiocarcinoma AJCC v8	II | Stage II Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)	
NCIT:C134761	Stage III Intrahepatic Cholangiocarcinoma AJCC v8	III | Stage III Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)	
NCIT:C134762	Stage IIIA Intrahepatic Cholangiocarcinoma AJCC v8	IIIA | Stage IIIA Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)	
NCIT:C134763	Stage IIIB Intrahepatic Cholangiocarcinoma AJCC v8	IIIB | Stage IIIB Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)	
NCIT:C134764	Stage IV Intrahepatic Cholangiocarcinoma AJCC v8	IV | Stage IV Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)	
NCIT:C134766	Baboon Lymphoma		
NCIT:C134767	Bovine Lymphosarcoma		C0085919
NCIT:C134768	Bovine Rectal Myxoma		
NCIT:C134769	Duck Neoplasm		
NCIT:C134770	Feline Erythroleukemia		
NCIT:C134771	Frog Pronephric Kidney Tumor		
NCIT:C134772	Gerbil Fibrosarcoma		
NCIT:C134773	Gerbil Melanoma		
NCIT:C134774	Gibbon Lymphosarcoma		
NCIT:C134775	Hamster Kidney Tumor		
NCIT:C134776	Hamster Lymphoma		
NCIT:C134777	Hamster Lymphosarcoma		
NCIT:C134778	Horse Lymphoma		
NCIT:C134779	Mouse Rectum Carcinoma		
NCIT:C134780	Mouse Reticulum Cell Sarcoma		
NCIT:C134781	Ovine Sinus Tumor		
NCIT:C134783	Rhesus Monkey Lymphoma		
NCIT:C134784	Rhesus Monkey Mammary Tumor		
NCIT:C134785	Zebra Finch Neoplasm		
NCIT:C134786	Porcine Lymphoma		
NCIT:C134810	Distal Bile Duct Cancer by AJCC v7 Stage	Distal Bile Duct Carcinoma by AJCC v7 Stage	
NCIT:C134811	Distal Bile Duct Cancer by AJCC v8 Stage	Distal Bile Duct Cancer Tumor Stage (Pathologic) | Distal Bile Duct Carcinoma by AJCC v8 Stage | Distal Bile Duct Tumor AJCC v8 Stage	
NCIT:C134812	Stage 0 Distal Bile Duct Cancer AJCC v8	0 | Stage 0 Distal Bile Duct Carcinoma AJCC v8 | Stage 0 Distal Bile Duct Tumor AJCC v8 | Stage 0 Extrahepatic (Distal) Bile Duct Cancer | stage 0 extrahepatic bile duct carcinoma in situ	
NCIT:C134813	Stage I Distal Bile Duct Cancer AJCC v8	I | Stage I Distal Bile Duct Carcinoma AJCC v8 | Stage I Distal Bile Duct Tumor AJCC v8 | Stage I Extrahepatic (Distal) Bile Duct Cancer | stage I extrahepatic bile duct cancer	
NCIT:C134814	Stage II Distal Bile Duct Cancer AJCC v8	II | Stage II Distal Bile Duct Carcinoma AJCC v8 | Stage II Extrahepatic (Distal) Bile Duct Cancer | stage II extrahepatic bile duct cancer	
NCIT:C134815	Stage IIA Distal Bile Duct Cancer AJCC v8	IIA | Stage IIA Distal Bile Duct Carcinoma AJCC v8 | Stage IIA Distal Bile Duct Tumor AJCC v8 | Stage IIA Extrahepatic (Distal) Bile Duct Cancer	
NCIT:C134816	Stage IIB Distal Bile Duct Cancer AJCC v8	IIB | Stage IIB Distal Bile Duct Carcinoma AJCC v8 | Stage IIB Distal Bile Duct Tumor AJCC v8 | Stage IIB Extrahepatic (Distal) Bile Duct Cancer	
NCIT:C134817	Stage III Distal Bile Duct Cancer AJCC v8	III | Stage III Distal Bile Duct Carcinoma AJCC v8 | Stage III Extrahepatic (Distal) Bile Duct Cancer | stage III extrahepatic bile duct cancer	
NCIT:C134818	Stage IIIA Distal Bile Duct Cancer AJCC v8	IIIA | Stage IIIA Distal Bile Duct Carcinoma AJCC v8 | Stage IIIA Distal Bile Duct Tumor AJCC v8 | Stage IIIA Extrahepatic (Distal) Bile Duct Cancer	
NCIT:C134819	Stage IIIB Distal Bile Duct Cancer AJCC v8	IIIB | Stage IIIB Distal Bile Duct Carcinoma AJCC v8 | Stage IIIB Distal Bile Duct Tumor AJCC v8 | Stage IIIB Extrahepatic (Distal) Bile Duct Cancer	
NCIT:C134820	Stage IV Distal Bile Duct Cancer AJCC v8	IV | Stage IV Distal Bile Duct Carcinoma AJCC v8 | Stage IV Distal Bile Duct Tumor AJCC v8 | Stage IV Extrahepatic (Distal) Bile Duct Cancer | Stage IV Extrahepatic Bile Duct Cancer	
NCIT:C134831	Eyelid Sebaceous Gland Carcinoma	Eyelid SGC | Sebaceous Gland Carcinoma of the Eyelid	
NCIT:C134834	Recurrent B Acute Lymphoblastic Leukemia, BCR-ABL1-Like	Recurrent B Acute Lymphoblastic Leukemia with BCR-ABL1-Like Features | Recurrent B Acute Lymphoblastic Leukemia with BCR::ABL1-Like Features | Recurrent B Acute Lymphoblastic Leukemia, BCR::ABL1-Like | Recurrent B-Acute Lymphoblastic Leukemia, BCR-ABL1-Like | Recurrent B-Acute Lymphoblastic Leukemia, BCR::ABL1-Like | Recurrent Ph-Like Acute Lymphoblastic Leukemia	
NCIT:C134835	Refractory B Acute Lymphoblastic Leukemia, BCR-ABL1-Like	Refractory B Acute Lymphoblastic Leukemia with BCR-ABL1-Like Features | Refractory B Acute Lymphoblastic Leukemia, BCR::ABL1-Like | Refractory B-Acute Lymphoblastic Leukemia with BCR::ABL1-Like Features | Refractory B-Acute Lymphoblastic Leukemia, BCR::ABL1-Like | Refractory Ph-Like Acute Lymphoblastic Leukemia	
NCIT:C134863	Ampulla of Vater Cancer by AJCC v7 Stage	Ampulla of Vater Carcinoma by AJCC v7 Stage	
NCIT:C134864	Ampulla of Vater Cancer by AJCC v8 Stage	Ampulla of Vater Carcinoma by AJCC v8 Stage	
NCIT:C134865	Stage 0 Ampulla of Vater Cancer AJCC v8	Stage 0 Ampulla of Vater Cancer | Stage 0 Ampulla of Vater Carcinoma AJCC v8	
NCIT:C134866	Stage I Ampulla of Vater Cancer AJCC v8	Stage I Ampulla of Vater Cancer | Stage I Ampulla of Vater Carcinoma AJCC v8	
NCIT:C134867	Stage IA Ampulla of Vater Cancer AJCC v8	Stage IA Ampulla of Vater Cancer | Stage IA Ampulla of Vater Carcinoma AJCC v8	
NCIT:C134868	Stage IB Ampulla of Vater Cancer AJCC v8	Stage IB Ampulla of Vater Cancer | Stage IB Ampulla of Vater Carcinoma AJCC v8	
NCIT:C134869	Stage II Ampulla of Vater Cancer AJCC v8	Stage II Ampulla of Vater Cancer | Stage II Ampulla of Vater Carcinoma AJCC v8	
NCIT:C134870	Stage IIA Ampulla of Vater Cancer AJCC v8	Stage IIA Ampulla of Vater Cancer | Stage IIA Ampulla of Vater Carcinoma AJCC v8	
NCIT:C134871	Stage IIB Ampulla of Vater Cancer AJCC v8	Stage IIB Ampulla of Vater Cancer | Stage IIB Ampulla of Vater Carcinoma AJCC v8	
NCIT:C134872	Stage III Ampulla of Vater Cancer AJCC v8	Stage III Ampulla of Vater Cancer | Stage III Ampulla of Vater Carcinoma AJCC v8	
NCIT:C134873	Stage IIIA Ampulla of Vater Cancer AJCC v8	Stage IIIA Ampulla of Vater Cancer | Stage IIIA Ampulla of Vater Carcinoma AJCC v8	
NCIT:C134874	Stage IIIB Ampulla of Vater Cancer AJCC v8	Stage IIIB Ampulla of Vater Cancer | Stage IIIB Ampulla of Vater Carcinoma AJCC v8	
NCIT:C134875	Stage IV Ampulla of Vater Cancer AJCC v8	Stage IV Ampulla of Vater Cancer | Stage IV Ampulla of Vater Carcinoma AJCC v8	
NCIT:C134902	Pancreatic Cancer by AJCC v6 and v7 Stage	Pancreatic Carcinoma by AJCC v6 and v7 Stage	
NCIT:C134909	Pancreatic Cancer by AJCC v8 Stage	Pancreatic Carcinoma by AJCC v8 Stage | Tumor Stage (Pathological)	
NCIT:C134914	Stage 0 Pancreatic Cancer AJCC v8	Stage 0 Pancreatic Cancer | Stage 0 Pancreatic Carcinoma AJCC v8	
NCIT:C134915	Stage I Pancreatic Cancer AJCC v8	Stage I Pancreatic Cancer | Stage I Pancreatic Carcinoma AJCC v8	
NCIT:C134917	Stage IA Pancreatic Cancer AJCC v8	Stage IA | Stage IA Pancreatic Cancer | Stage IA Pancreatic Carcinoma AJCC v8	
NCIT:C134920	Stage IB Pancreatic Cancer AJCC v8	Stage IB | Stage IB Pancreatic Cancer | Stage IB Pancreatic Carcinoma AJCC v8	
NCIT:C134921	Stage II Pancreatic Cancer AJCC v8	Stage II Pancreatic Cancer | Stage II Pancreatic Carcinoma AJCC v8	
NCIT:C134925	Stage IIA Pancreatic Cancer AJCC v8	Stage IIA | Stage IIA Pancreatic Cancer | Stage IIA Pancreatic Carcinoma AJCC v8	
NCIT:C134927	Stage IIB Pancreatic Cancer AJCC v8	Stage IIB | Stage IIB Pancreatic Cancer | Stage IIB Pancreatic Carcinoma AJCC v8	
NCIT:C134928	Stage III Pancreatic Cancer AJCC v8	Stage III | Stage III Pancreatic Cancer | Stage III Pancreatic Carcinoma AJCC v8	
NCIT:C134930	Stage IV Pancreatic Cancer AJCC v8	Stage IV | Stage IV Pancreatic Cancer | Stage IV Pancreatic Carcinoma AJCC v8	
NCIT:C134941	X-Linked Thrombocytopenia with Beta-Thalassemia	XLTT	C1839161
NCIT:C134942	Rat Neoplasms		
NCIT:C134943	Budgerigar Fibrosarcoma		
NCIT:C134944	Canine Pancreatic Carcinoma		
NCIT:C134945	Chicken Monocytic Leukemia		
NCIT:C134946	Hamster Insulinoma		
NCIT:C134947	Mouse Leydig Cell Tumor		
NCIT:C134949	Pike Sarcoma		
NCIT:C134950	Quail Fibrosarcoma		
NCIT:C134951	Suncus Murinus Mammary Tumor		
NCIT:C134952	Charcot-Marie-Tooth Disease Type 2A	Axonal Charcot-Marie-Tooth Disease Type 2A2 | CMT2A	C2079538
NCIT:C134953	Charcot-Marie-Tooth Disease Type 2E	CMT2E	C1843225
NCIT:C134954	Charcot-Marie-Tooth Disease Type 4J	CMT4J	C1970011
NCIT:C134955	Bat Skin Tumor		
NCIT:C134956	Canine Acanthomatous Epulis		
NCIT:C134957	Hamster Chondrosarcoma		
NCIT:C134958	Hemangioendothelioma of the Mouse Thyroid Gland		
NCIT:C134959	Marmoset Lymphoma		
NCIT:C134960	Mouse Adrenal Gland Pheochromocytoma		
NCIT:C134961	Mouse Submandibular Gland Neoplasm		
NCIT:C134962	Poeciliopsis Lucida Hepatocellular Carcinoma		
NCIT:C134963	Seal Lymphoma		
NCIT:C134964	Tamarin Colon Adenocarcinoma		
NCIT:C134988	Hamster Neoplasm		
NCIT:C134989	Rabbit Neoplasm		
NCIT:C134990	Hamster Adrenal Carcinoma		
NCIT:C134991	Hamster Lung Carcinoma		
NCIT:C134992	Hamster Fibrosarcoma		
NCIT:C134993	Hamster Pituitary Carcinoma		
NCIT:C134994	Hamster Small Intestinal Neoplasm		
NCIT:C134995	Horse Sarcoid		
NCIT:C134996	Mouse Histiocytic and Dendritic Cell Neoplasm		
NCIT:C134997	Mouse Thymic Lymphoma		
NCIT:C134998	Rabbit Papilloma	Shope Papilloma	C0030357
NCIT:C134999	Rattlesnake Fibroma		
NCIT:C135000	Seal Lymphosarcoma		
NCIT:C135001	Turtle Neoplasm		
NCIT:C135002	Walleye Dermal Sarcoma		
NCIT:C135003	Budgerigar Testicular Carcinoma		
NCIT:C135004	Chicken Lymphoma		
NCIT:C135005	Chicken Neoplasm		
NCIT:C135006	Fish Melanoma		
NCIT:C135008	Feline Reticulum Cell Sarcoma		
NCIT:C135017	Lung Non-Squamous Non-Small Cell Carcinoma	Non-squamous | Non-Squamous Non-Small Cell Lung Cancer | Non-Squamous Non-Small Cell Lung Carcinoma	
NCIT:C135045	Gastric Neuroendocrine Tumor by AJCC v8 Stage		
NCIT:C135046	Stage I Gastric Neuroendocrine Tumor AJCC v8	Stage I Gastric Neuroendocrine Tumor	
NCIT:C135047	Stage II Gastric Neuroendocrine Tumor AJCC v8	Stage II Gastric Neuroendocrine Tumor	
NCIT:C135048	Stage III Gastric Neuroendocrine Tumor AJCC v8	Stage III Gastric Neuroendocrine Tumor	
NCIT:C135049	Stage IV Gastric Neuroendocrine Tumor AJCC v8	Stage IV Gastric Neuroendocrine Tumor	
NCIT:C135075	Duodenal Neuroendocrine Tumor by AJCC v8 Stage		
NCIT:C135076	Stage I Duodenal Neuroendocrine Tumor AJCC v8	Stage I Duodenal Neuroendocrine Tumor	
NCIT:C135077	Stage II Duodenal Neuroendocrine Tumor AJCC v8	Stage II Duodenal Neuroendocrine Tumor	
NCIT:C135078	Stage III Duodenal Neuroendocrine Tumor AJCC v8	Stage III Duodenal Neuroendocrine Tumor	
NCIT:C135079	Stage IV Duodenal Neuroendocrine Tumor AJCC v8	Stage IV Duodenal Neuroendocrine Tumor	
NCIT:C135080	Duodenal Neuroendocrine Tumor	Duodenal Well Differentiated Neuroendocrine Neoplasm | Duodenal Well-Differentiated Neuroendocrine Neoplasm	
NCIT:C135081	Ampulla of Vater Neuroendocrine Tumor by AJCC v8 Stage		
NCIT:C135082	Stage I Ampulla of Vater Neuroendocrine Tumor AJCC v8	Stage I Ampulla of Vater Neuroendocrine Tumor	
NCIT:C135083	Stage II Ampulla of Vater Neuroendocrine Tumor AJCC v8	Stage II Ampulla of Vater Neuroendocrine Tumor	
NCIT:C135084	Stage III Ampulla of Vater Neuroendocrine Tumor AJCC v8	Stage III Ampulla of Vater Neuroendocrine Tumor	
NCIT:C135085	Stage IV Ampulla of Vater Neuroendocrine Tumor AJCC v8	Stage IV Ampulla of Vater Neuroendocrine Tumor	
NCIT:C135087	Schimke Immunoosseous Dysplasia	Schimke Immuno-Osseous Dysplasia	C0877024
NCIT:C135088	Spondyloperipheral Dysplasia		C0796173
NCIT:C135090	Jejunal Neuroendocrine Tumor	Jejunal Well Differentiated Neuroendocrine Neoplasm | Jejunal Well-Differentiated Neuroendocrine Neoplasm	
NCIT:C135092	Ileal Neuroendocrine Tumor	Ileal Well Differentiated Neuroendocrine Neoplasm | Ileal Well-Differentiated Neuroendocrine Neoplasm	
NCIT:C135119	Jejunal Neuroendocrine Tumor by AJCC v8 Stage		
NCIT:C135120	Stage I Jejunal Neuroendocrine Tumor AJCC v8	Stage I Jejunal Neuroendocrine Tumor	
NCIT:C135121	Stage II Jejunal Neuroendocrine Tumor AJCC v8	Stage II Jejunal Neuroendocrine Tumor	
NCIT:C135122	Stage III Jejunal Neuroendocrine Tumor AJCC v8	Stage III Jejunal Neuroendocrine Tumor	
NCIT:C135123	Stage IV Jejunal Neuroendocrine Tumor AJCC v8	Stage IV Jejunal Neuroendocrine Tumor	
NCIT:C135124	Ileal Neuroendocrine Tumor by AJCC v8 Stage		
NCIT:C135125	Stage I Ileal Neuroendocrine Tumor AJCC v8	Stage I Ileal Neuroendocrine Tumor	
NCIT:C135126	Stage II Ileal Neuroendocrine Tumor AJCC v8	Stage II Ileal Neuroendocrine Tumor	
NCIT:C135127	Stage III Ileal Neuroendocrine Tumor AJCC v8	Stage III Ileal Neuroendocrine Tumor	
NCIT:C135128	Stage IV Ileal Neuroendocrine Tumor AJCC v8	Stage IV Ileal Neuroendocrine Tumor	
NCIT:C135129	Digestive System Neuroendocrine Tumor by AJCC v7 Stage	Digestive System Neuroendocrine Neoplasm by AJCC v7 Stage	
NCIT:C135155	Appendix Neuroendocrine Tumor by AJCC v7 Stage		
NCIT:C135156	Appendix Neuroendocrine Tumor by AJCC v8 Stage		
NCIT:C135157	Stage I Appendix Neuroendocrine Tumor AJCC v8	Stage I Appendix Neuroendocrine Tumor	
NCIT:C135158	Stage II Appendix Neuroendocrine Tumor AJCC v8	Stage II Appendix Neuroendocrine Tumor	
NCIT:C135159	Stage III Appendix Neuroendocrine Tumor AJCC v8	Stage III Appendix Neuroendocrine Tumor	
NCIT:C135160	Stage IV Appendix Neuroendocrine Tumor AJCC v8	Stage IV Appendix Neuroendocrine Tumor	
NCIT:C135176	Nuclear Cataract	NS | Nuclear Sclerotic Cataract	C3808747
NCIT:C135177	Cortical Cataract	Cortical Spoking Cataract | CS	C4013328
NCIT:C135180	Posterior Subcapsular Cataract	PSC	C3552990
NCIT:C135193	Nuclear Cataract Grade 1		
NCIT:C135194	Nuclear Cataract Grade 2		
NCIT:C135195	Nuclear Cataract Grade 3		
NCIT:C135196	Nuclear Cataract Grade 4		
NCIT:C135197	Cortical Cataract Grade 1		
NCIT:C135198	Cortical Cataract Grade 2		
NCIT:C135199	Cortical Cataract Grade 3		
NCIT:C135200	Cortical Cataract Grade 4		
NCIT:C135201	Posterior Subcapsular Cataract Grade 1		
NCIT:C135202	Posterior Subcapsular Cataract Grade 2		
NCIT:C135203	Posterior Subcapsular Cataract Grade 3		
NCIT:C135204	Posterior Subcapsular Cataract Grade 4		
NCIT:C135205	Colorectal Neuroendocrine Tumor by AJCC v8 Stage		
NCIT:C135206	Stage I Colorectal Neuroendocrine Tumor AJCC v8	Stage I Colorectal Neuroendocrine Tumor	
NCIT:C135207	Stage IIA Colorectal Neuroendocrine Tumor AJCC v8	Stage IIA Colorectal Neuroendocrine Tumor	
NCIT:C135208	Stage IIB Colorectal Neuroendocrine Tumor AJCC v8	Stage IIB Colorectal Neuroendocrine Tumor	
NCIT:C135209	Stage IIIA Colorectal Neuroendocrine Tumor AJCC v8	Stage IIIA Colorectal Neuroendocrine Tumor	
NCIT:C135210	Stage IIIB Colorectal Neuroendocrine Tumor AJCC v8	Stage IIIB Colorectal Neuroendocrine Tumor	
NCIT:C135211	Stage IV Colorectal Neuroendocrine Tumor AJCC v8	Stage IV Colorectal Neuroendocrine Tumor	
NCIT:C135212	Colon Neuroendocrine Tumor	Colon Well Differentiated Neuroendocrine Neoplasm | Colon Well-Differentiated Neuroendocrine Neoplasm	
NCIT:C135213	Rectal Neuroendocrine Tumor	Rectal Well Differentiated Neuroendocrine Neoplasm | Rectal Well-Differentiated Neuroendocrine Neoplasm	
NCIT:C135214	Colon Neuroendocrine Tumor by AJCC v8 Stage		
NCIT:C135368	Stage I Colon Neuroendocrine Tumor AJCC v8	Stage I Colon Neuroendocrine Tumor	
NCIT:C135369	Stage IIA Colon Neuroendocrine Tumor AJCC v8	Stage IIA Colon Neuroendocrine Tumor	
NCIT:C135370	Stage IIB Colon Neuroendocrine Tumor AJCC v8	Stage IIB Colon Neuroendocrine Tumor	
NCIT:C135524	Stage IIIA Colon Neuroendocrine Tumor AJCC v8	Stage IIIA Colon Neuroendocrine Tumor	
NCIT:C135525	Stage IIIB Colon Neuroendocrine Tumor AJCC v8	Stage IIIB Colon Neuroendocrine Tumor	
NCIT:C135526	Stage IV Colon Neuroendocrine Tumor AJCC v8	Stage IV Colon Neuroendocrine Tumor	
NCIT:C135527	Rectal Neuroendocrine Tumor by AJCC v8 Stage		
NCIT:C135528	Stage I Rectal Neuroendocrine Tumor AJCC v8	Stage I Rectal Neuroendocrine Tumor	
NCIT:C135529	Stage IIA Rectal Neuroendocrine Tumor AJCC v8	Stage IIA Rectal Neuroendocrine Tumor	
