id	label	synonyms	snomed	omop	doid	mondo	nci	icd10	orphanet	omim	umls	mesh
ORPHA:166024	Multiple epiphyseal dysplasia-macrocephaly-facial dysmorphism syndrome	Multiple epiphyseal dysplasia, Al-Gazali type							166024	607131	C4304500	
ORPHA:166032	Multiple epiphyseal dysplasia-miniepiphyses syndrome								166032	609325	C5924992	C563735
ORPHA:58	Alexander disease	AxD							58	203450	C0270726	D038261
ORPHA:166029	Multiple epiphyseal dysplasia-severe proximal femoral dysplasia syndrome								166029	609324	C5924993	C563736
ORPHA:61	Alpha-mannosidosis	Lysosomal alpha-D-mannosidase deficiency							61	248500	C0024748	D008363
ORPHA:166038	Metaphyseal chondrodysplasia, Kaitila type								166038	250230	C1855217	C565400
ORPHA:93	Aspartylglucosaminuria	Aspartylglucosaminidase deficiency							93	208400	C0268225	D054880
ORPHA:166035	Brachydactyly-short stature-retinitis pigmentosa syndrome								166035	250410	C5190709	
ORPHA:585	Multiple sulfatase deficiency	Austin disease | MSD | Mucosulfatidosis							585	272200	C0268263	D052517
ORPHA:118	Beta-mannosidosis	Beta-mannosidase deficiency							118	248510	C4048196	D044905
ORPHA:166068	Pontocerebellar hypoplasia type 5	PCH5 | Fetal-onset olivopontocerebellar hypoplasia							166068	610204	C1857762	
ORPHA:141	Canavan disease	ACY2 deficiency | Aminoacylase 2 deficiency | Aspartoacylase deficiency | Spongy degeneration of the brain							141	271900	C0206307	D017825
ORPHA:166063	Pontocerebellar hypoplasia type 4	Fatal infantile encephalopathy with olivopontocerebellar hypoplasia | Olivopontocerebellar hypoplasia | PCH4							166063	225753	C1856974	C536716
ORPHA:166078	Von Willebrand disease type 1								166078	193400	C1264039	D056725
ORPHA:206	NON RARE IN EUROPE: Crohn disease								206			
ORPHA:166073	Pontocerebellar hypoplasia type 6	Fatal infantile encephalopathy with mitochondrial respiratory chain defects | PCH6							166073	611523	C1969084	C548074
ORPHA:213	Cystinosis	Protein defect of cystin transport							213		C4316899	D003554
ORPHA:166084	Von Willebrand disease type 2A								166084		C1282968	
ORPHA:333	Farber disease	Acid ceramidase deficiency | Farber lipogranulomatosis							333	228000	C0268255	D055577
ORPHA:166081	Von Willebrand disease type 2								166081	613554	C1264040	D056728
ORPHA:349	Fucosidosis	Alpha-L-fucosidase deficiency							349	230000	C0016788	D005645
ORPHA:166090	Von Willebrand disease type 2M								166090		C1282974	
ORPHA:365	Glycogen storage disease due to acid maltase deficiency	Alpha-1,4-glucosidase acid deficiency | GSD due to acid maltase deficiency | GSD type 2 | GSD type II | Glycogen storage disease type 2 | Glycogen storage disease type II | Glycogenosis due to acid maltase deficiency | Glycogenosis type 2 | Glycogenosis type II | Pompe disease							365	232300	C0017921	D006009
ORPHA:166087	Von Willebrand disease type 2B								166087		C1282971	
ORPHA:366	Glycogen storage disease due to glycogen debranching enzyme deficiency	Amylo-1,6-glucosidase deficiency | Cori disease | Cori-Forbes disease | Forbes disease | GDE deficiency | GSD due to glycogen debranching enzyme deficiency | GSD type 3 | GSDIII | Glycogen storage disease type 3 | Glycogen storage disease type III | Glycogenosis due to glycogen debranching enzyme deficiency | Glycogenosis type 3 | Glycogenosis type III | Limit dextrinosis							366	232400	C0017922	D006010
ORPHA:166093	Von Willebrand disease type 2N								166093		C1282975	
ORPHA:368	Glycogen storage disease due to muscle glycogen phosphorylase deficiency	GSD due to muscle glycogen phosphorylase deficiency | GSD type 5 | GSD type V | Glycogen storage disease type 5 | Glycogen storage disease type V | Glycogenosis due to muscle glycogen phosphorylase deficiency | Glycogenosis type 5 | Glycogenosis type V | McArdle disease | Myophosphorylase deficiency							368	232600	C0017924	D006012
ORPHA:166096	Von Willebrand disease type 3								166096	277480	C1264041	D056729
ORPHA:367	Glycogen storage disease due to glycogen branching enzyme deficiency	Amylopectinosis | Andersen disease | GSD due to glycogen branching enzyme deficiency | GSD type 4 | GSD type IV | Glycogen storage disease type 4 | Glycogen storage disease type IV | Glycogenosis due to glycogen branching enzyme deficiency | Glycogenosis type 4 | Glycogenosis type IV							367		C0017923	D006011
ORPHA:166100	Autosomal dominant otospondylomegaepiphyseal dysplasia	AD OSMED | Stickler syndrome type 3 | Stickler syndrome, non-ocular type							166100	184840	C1861481	C537494
ORPHA:371	Glycogen storage disease due to muscle phosphofructokinase deficiency	GSD due to muscle phosphofructokinase deficiency | GSD type 7 | GSD type VII | Glycogen storage disease type 7 | Glycogen storage disease type VII | Glycogenosis due to muscle phosphofructokinase deficiency | Glycogenosis type 7 | Glycogenosis type VII | Tarui disease							371	232800	C0017926	D006014
ORPHA:166105	FASTKD2-related infantile mitochondrial encephalomyopathy								166105	618855	C4755278	
ORPHA:369	Glycogen storage disease due to liver glycogen phosphorylase deficiency	GSD due to liver glycogen phosphorylase deficiency | GSD type 6 | GSD type VI | Glycogen storage disease type 6 | Glycogen storage disease type VI | Glycogenosis due to liver glycogen phosphorylase deficiency | Glycogenosis type 6 | Glycogenosis type VI | Hepatic glycogen phosphorylase deficiency | Hepatic phosphorylase deficiency | Hers disease | Liver glycogen phosphorylase deficiency							369	232700	C0017925	D006013
ORPHA:447	Paroxysmal nocturnal hemoglobinuria	Marchiafava-Micheli disease | PNH						D59.5	447	300818	C0024790	D006457
ORPHA:166108	Birk-Barel syndrome	Birk-Barel Intellectual Disability-Dimorphism syndrome | Intellectual disability-hypotonia-facial dysmorphism syndrome | KCNK9 imprinting syndrome							166108	612292	C2676770	C567357
ORPHA:166113	Bazex syndrome	Acrokeratosis of Bazex | Acrokeratosis paraneoplastica | Acrokeratosis paraneoplastica of Bazex							166113		C0406355	
ORPHA:535	Rare cutaneous lupus erythematosus								535		C5680424	
ORPHA:166119	Isolated osteopoikilosis								166119		C1833699	C563484
ORPHA:487	Krabbe disease	GALC deficiency | Galactocerebrosidase deficiency | Galactosylceramidase deficiency | Globoid cell leukodystrophy							487	245200	C0023521	D007965
ORPHA:166260	Dentinogenesis imperfecta type 2	Capdepont teeth | DGI-2 | DI-2 | Dentinogenesis imperfecta, Shields type 2							166260	125490	C2973527	
ORPHA:583	Mucopolysaccharidosis type 6	ARSB deficiency | ASB deficiency | Arylsulfatase B deficiency | MPS6 | MPSVI | Maroteaux-Lamy disease | Mucopolysaccharidosis type VI | N-acetylgalactosamine 4-sulfatase deficiency							583	253200	C0026709	D009087
ORPHA:166265	Dentinogenesis imperfecta type 3	Dentinogenesis imperfecta, Shields type 3							166265	125500	C0399378	C538216
ORPHA:166272	Odontochondrodysplasia	Chondrodysplasia-dentinogenesis imperfecta-joint laxity syndrome | Goldblatt chondrodysplasia | Goldblatt syndrome | ODCD							166272	184260	C2745953	C535792
ORPHA:576	Mucolipidosis type II	I-cell disease | Mucolipidosis type II alpha/beta | N-acetylglucosamine 1-phosphotransferase deficiency							576	252500	C0020725	C538602
ORPHA:166277	Wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia	Suarez-Stickler syndrome							166277	604922	C4518794	
ORPHA:812	Sialidosis type 1	Cherry-red spot-myoclonus syndrome | Lipomucopolysaccharidosis | Normomorphic sialidosis							812		C0023806	
ORPHA:578	Mucolipidosis type IV								578	252650	C0238286	
ORPHA:166282	Hereditary sick sinus syndrome								166282	608567	C0340491	D012804
ORPHA:166286	Porokeratotic eccrine ostial and dermal duct nevus	Comedo nevus of the palm | Porokeratotic eccrine nevus							166286		C0473579	
ORPHA:577	Mucolipidosis type III	Pseudo-Hurler polydystrophy							577		C0033788	
ORPHA:166291	Dirofilariasis								166291		C0012602	D004184
ORPHA:166295	Benign non-familial infantile seizures								166295		C5680425	
ORPHA:771	NON RARE IN EUROPE: Ulcerative colitis	NON RARE IN EUROPE: Ulcerative proctitis | NON RARE IN EUROPE: Ulcerative proctosigmoiditis							771			
ORPHA:166308	Benign infantile focal epilepsy with midline spikes and waves during sleep	BIMSE							166308		C4749346	
ORPHA:166305	OBSOLETE: Benign infantile seizures associated with mild gastroenteritis								166305			
ORPHA:2912	Poliomyelitis								2912		C0032371	D011051
ORPHA:166302	Benign partial epilepsy with secondarily generalized seizures in infancy								166302		C4749728	
ORPHA:166299	Benign partial epilepsy of infancy with complex partial seizures								166299		C4749347	
ORPHA:796	Sandhoff disease								796	268800	C0036161	D012497
ORPHA:166409	Photosensitive occipital lobe epilepsy	POLE							166409	132100	C0393720	
ORPHA:801	Scleroderma								801		C0011644	
ORPHA:166311	Benign partial infantile seizures								166311		C5680426	
ORPHA:461	Recessive X-linked ichthyosis	RXLI | Steroid sulfatase deficiency | X-linked ichthyosis | XLI							461	308100	C2720163	D016114
ORPHA:166421	Orgasm-induced epilepsy								166421		C4706598	
ORPHA:856	NON RARE IN EUROPE: Tourette syndrome	NON RARE IN EUROPE: GTS | NON RARE IN EUROPE: Gilles de la Tourette syndrome | NON RARE IN EUROPE: Tourette disease						F95.2	856			
ORPHA:166418	Eating reflex epilepsy	Eating epilepsy | Eating seizures							166418		C0393725	
ORPHA:584	Mucopolysaccharidosis type 7	Beta-glucuronidase deficiency | MPS7 | MPSVII | Mucopolysaccharidosis type VII | Sly disease							584	253220	C0085132	D016538
ORPHA:166415	Audiogenic epilepsy								166415		C0751791	
ORPHA:166412	Hot water reflex epilepsy	HWE							166412	613339	C4706506	
ORPHA:825	NON RARE IN EUROPE: Ankylosing spondylitis	NON RARE IN EUROPE: Ankylosing spondylarthritis | NON RARE IN EUROPE: Bechterew syndrome						M45	825			
ORPHA:166433	Epilepsy with reading-induced seizures	EwRIS							166433	132300	C0278193	
ORPHA:166430	Micturition-induced epilepsy								166430		C4706587	
ORPHA:881	Turner syndrome	45,X syndrome | 45,X/46,XX syndrome							881		C0041408	D014424
ORPHA:166427	Startle epilepsy								166427		C4706527	
ORPHA:166424	Thinking epilepsy								166424		C4706523	
ORPHA:95	Friedreich ataxia	FA | FRDA							95	229300	C0016719	D005621
ORPHA:166466	Neurocutaneous syndrome with epilepsy								166466		C5680427	
ORPHA:848	Beta-thalassemia							D56.1	848		C0005283	D017086
ORPHA:166469	Chromosomal anomaly with epilepsy as a major feature								166469		C5680428	
ORPHA:846	Alpha-thalassemia							D56.0	846	604131	C0002312	D017085
ORPHA:166457	OBSOLETE: Other forms of non-paraneoplastic limbic encephalitis								166457			
ORPHA:586	Cystic fibrosis	CF | Mucoviscidosis						E84	586	219700	C0010674	D003550
ORPHA:166463	Epilepsy syndrome								166463		C4505072	D000073376
ORPHA:262	Duchenne and Becker muscular dystrophy	Severe dystrophinopathy, Duchenne and Becker type							262		C3542021	
ORPHA:166478	Cerebral malformation with epilepsy								166478		C5680429	
ORPHA:166481	Metabolic diseases with epilepsy								166481		C1299598	
ORPHA:166472	Monogenic disease with epilepsy								166472		C5680430	
ORPHA:166475	Idiopathic or cryptogenic familial epilepsy syndrome with identified loci/genes								166475		C5680431	
ORPHA:261	Emery-Dreifuss muscular dystrophy	EDMD							261		C0410189	D020389
ORPHA:166490	Infectious disease with epilepsy								166490		C5680432	
ORPHA:166484	Inflammatory and autoimmune disease with epilepsy								166484		C5680433	
ORPHA:166487	Cerebral diseases of vascular origin with epilepsy								166487		C5680434	
ORPHA:550	MELAS	Mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes | Mitochondrial encephalopathy, lactic acidosis, and stroke-like episodes | Mitochondrial myopathy, encephalopathy, lactic acidosis and stroke-like episodes							550	540000	C0162671	D017241
ORPHA:269	Facioscapulohumeral dystrophy	FSH dystrophy | FSHD | Facioscapulohumeral muscular dystrophy | Facioscapulohumeral myopathy | Landouzy-Dejerine dystrophy | Landouzy-Dejerine myopathy							269		C0238288	D020391
ORPHA:480	Kearns-Sayre syndrome								480	530000	C0022541	D007625
ORPHA:163898	OBSOLETE: Classic paraneoplastic limbic encephalitis	OBSOLETE: Classic paraneoplastic limbic encephalitis, with or without intracellular antigens							163898			
ORPHA:593	Myofibrillar myopathy	MFM							593		C2678065	C580316
ORPHA:163895	OBSOLETE: Paraneoplastic limbic encephalitis								163895			
ORPHA:163908	OBSOLETE: Limbic encephalitis with LGI1 antibodies	OBSOLETE: Limbic encephalitis with leucine-rich glioma-inactivated 1 antibodies							163908			
ORPHA:163903	OBSOLETE: Limbic encephalitis associated with antibodies to cell membrane antigens								163903			
ORPHA:551	MERRF	Fukuhara syndrome | Myoclonus epilepsy associated with ragged-red fibres							551	545000	C0162672	D017243
ORPHA:597	Central core disease								597	117000	C0751951	D020512
ORPHA:163892	OBSOLETE: Limbic encephalitis								163892			
ORPHA:607	Nemaline myopathy	NEM | NM | Nemaline rod myopathy							607		C0206157	D017696
ORPHA:163746	Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	Neurologic Waardenburg-Shah syndrome | PCWH | WS4 plus							163746	609136	C1836727	C563789
ORPHA:684	Paramyotonia congenita of Von Eulenburg	Paramyotonia congenita							684	168300	C0221055	
ORPHA:163931	Acrodermatitis continua of Hallopeau								163931		C0392439	
ORPHA:273	Steinert myotonic dystrophy	Myotonic dystrophy type 1 | Steinert disease							273	160900	C3250443	C538008
ORPHA:163927	Pustulosis palmaris et plantaris	Palmoplantar pustulosis | LPP | Localized pustular psoriasis | PPP						L40.3	163927		C0030246	
ORPHA:163937	X-linked intellectual disability, Najm type	MICPCH | X-linked intellectual disability-microcephaly-pontocerebellar hypoplasia syndrome							163937	300749	C2677903	
ORPHA:163934	Atopic keratoconjunctivitis								163934		C1274788	
ORPHA:163918	OBSOLETE: Non-paraneoplastic limbic encephalitis								163918			
ORPHA:163914	OBSOLETE: Limbic encephalitis with nCMAgs antibodies	OBSOLETE: Limbic encephalitis with novel cell membrane antigen antibodies							163914			
ORPHA:163924	OBSOLETE: Non-herpetic acute limbic encephalitis								163924			
ORPHA:614	Thomsen and Becker disease	Myotonia congenita							614		C0027127	
ORPHA:163921	Posttransplant acute limbic encephalitis	PALE							163921		C4750744	
ORPHA:163966	X-linked dominant chondrodysplasia, Chassaing-Lacombe type	X-linked dominant chondrodysplasia-hydrocephaly-microphthalmia syndrome							163966	300863	C4304401	
ORPHA:163971	X-linked intellectual disability, Cilliers type	X-linked intellectual disability-microcephaly-testicular failure syndrome							163971		C4305024	
ORPHA:163976	X-linked intellectual disability, Van Esch type								163976	301030	C4305072	
ORPHA:163979	X-linked intellectual disability-craniofacioskeletal syndrome								163979	300712	C4750743	
ORPHA:163953	X-linked intellectual disability, Raymond type								163953	300799		
ORPHA:163956	X-linked intellectual disability, Nascimento type	X-linked intellectual disability-nail dystrophy-seizures syndrome							163956	300860	C4512071	
ORPHA:163961	X-linked cerebral-cerebellar-coloboma syndrome	X-linked intellectual disability, Kroes type							163961	300864	C3275487	
ORPHA:164004	Middle and/or inner ear anomaly								164004		C5816681	
ORPHA:324	Fabry disease	Alpha-galactosidase A deficiency | Anderson-Fabry disease | FD							324	301500	C0002986	D000795
ORPHA:164726	Acute myeloid leukemia and myelodysplastic syndromes related to radiation	AML and myelodysplastic syndromes related to radiation							164726		C4707660	
ORPHA:163982	X-linked intellectual disability-spastic quadriparesis syndrome								163982	309640		
ORPHA:163985	Hyperekplexia-epilepsy syndrome								163985	300607	C5191643	
ORPHA:778	Rett syndrome							F84.2	778	312750	C0035372	D015518
ORPHA:163988	OBSOLETE: Developmental delay-deafness syndrome, Hildebrand type								163988			
ORPHA:164001	Rare odontal or periodontal disorder								164001		C5680435	
ORPHA:72	Angelman syndrome								72	105830	C0162635	D017204
ORPHA:165661	Genetic pancreatic disease								165661		C5680436	
ORPHA:307	Juvenile myoclonic epilepsy	JME | Juvenile myoclonus epilepsy							307	254770	C0270853	D020190
ORPHA:165658	Genetic gastro-esophageal disease								165658		C5680437	
ORPHA:165655	Genetic intestinal disease								165655		C5680438	
ORPHA:165652	Rare genetic gastroenterological disease								165652		C5680439	
ORPHA:1941	Juvenile absence epilepsy	JAE							1941	607631	C4317339	
ORPHA:892	Von Hippel-Lindau disease	Familial cerebelloretinal angiomatosis | Lindau disease | VHL | Von Hippel-Lindau syndrome							892	193300	C0019562	D006623
ORPHA:164823	Rare acquired aplastic anemia								164823		C5680440	
ORPHA:731	Autosomal recessive polycystic kidney disease	AR-PKD						Q61.1	731		C0085548	D017044
ORPHA:164736	Familial advanced sleep-phase syndrome	FASPS							164736	604348	C1858496	C565789
ORPHA:138	CHARGE syndrome	CHARGE association | Coloboma-heart defects-atresia choanae-retardation of growth and development-genitourinary problems-ear abnormalities syndrome | Hall-Hittner syndrome							138	214800	C0265354	D058747
ORPHA:558	Marfan syndrome	MFS						Q87.4	558		C0024796	D008382
ORPHA:803	Amyotrophic lateral sclerosis	ALS | Charcot disease | Lou Gehrig disease							803	105400	C0002736	D000690
ORPHA:165805	Familial mesial temporal lobe epilepsy with febrile seizures								165805		C5191318	
ORPHA:165711	Rare abdominal surgical disease								165711		C5680441	
ORPHA:802	NON RARE IN EUROPE: Multiple sclerosis							G35	802			
ORPHA:165707	Syndromic urogenital tract malformation								165707		C5680442	
ORPHA:100	Ataxia-telangiectasia	Louis-Bar syndrome							100		C0004135	D001260
ORPHA:165704	Non-syndromic urogenital tract malformation								165704		C5680443	
ORPHA:733	Familial adenomatous polyposis	Colorectal adenomatous polyposis | FAP | Familial polyposis coli							733		C0032580	D011125
ORPHA:165961	OBSOLETE: Subcutaneous myiasis								165961			
ORPHA:399	Huntington disease	Huntington chorea						G10	399	143100	C0020179	D006816
ORPHA:165955	Wound myiasis	Traumatic myiasis							165955		C0344061	
ORPHA:501	Lafora disease	EPM2 | PME type 2 | Progressive myoclonic epilepsy type 2 | Progressive myoclonus epilepsy type 2							501		C0751783	D020192
ORPHA:870	Down syndrome	Trisomy 21							870	190685	C0013080	D004314
ORPHA:165958	Cavitary myiasis								165958		C4707154	
ORPHA:512	Metachromatic leukodystrophy	Arylsulfatase A deficiency | MLD							512	250100	C0023522	D007966
ORPHA:166011	Multiple epiphyseal dysplasia, Beighton type	Multiple epiphyseal dysplasia-myopia-deafness syndrome | Multiple epiphyseal dysplasia-myopia-hearing loss syndrome							166011	132450	C4304499	
ORPHA:166016	Multiple epiphyseal dysplasia, Lowry type	Multiple epiphyseal dysplasia with Robin phenotype							166016	601560	C1832112	C563291
ORPHA:567	22q11.2 deletion syndrome	22q11DS | CATCH 22 | Cayler cardiofacial syndrome | Conotruncal anomaly face syndrome | DiGeorge sequence | DiGeorge syndrome | Microdeletion 22q11.2 | Monosomy 22q11 | Sedlackova syndrome | Shprintzen syndrome | Takao syndrome | Velocardiofacial syndrome						D82.1	567		C0012236	D004062
ORPHA:232	Sickle cell anemia	Homozygous hemoglobin S | Homozygous sickle cell anemia SS							232	603903	C0002895	D000755
ORPHA:165994	Pituitary resistance to thyroid hormone	PRTH | Selective pituitary resistance to thyroid hormone							165994		C1840364	
ORPHA:536	Systemic lupus erythematosus	Disseminated lupus erythematosus | SLE							536		C0024141	D008180
ORPHA:166002	Multiple epiphyseal dysplasia due to collagen 9 anomaly								166002		C4707798	
ORPHA:534	Oculocerebrorenal syndrome of Lowe	Lowe disease | Lowe oculo-cerebro-renal dystrophy | Lowe oculo-cerebro-renal syndrome | Lowe oculocerebrorenal dystrophy | Lowe syndrome | OCRL							534	309000	C0028860	D009800
ORPHA:165988	Diazoxide-resistant diffuse hyperinsulinism	Hyperinsulinemic hypoglycemia, diazoxide-resistant diffuse form							165988		C5679569	
ORPHA:790	Retinoblastoma							C69.2	790	180200	C0035335	D012175
ORPHA:165991	Exercise-induced hyperinsulinism	EIHI | Exercise-induced hyperinsulinemic hypoglycemia | Hyperinsulinism due to SLC16A1 deficiency | Hyperinsulinism due to monocarboxylate transporter 1 deficiency							165991	610021	C1864902	C538376
ORPHA:652	Multiple endocrine neoplasia type 1	MEN1 | Wermer syndrome							652	131100	C0025267	D018761
ORPHA:165985	Diazoxide-sensitive diffuse hyperinsulinism	Hyperinsulinemic hypoglycemia, diazoxide-sensitive diffuse form							165985		C5679570	
ORPHA:908	Fragile X syndrome	FRAXA syndrome | FXS | FraX syndrome | Martin-Bell syndrome						Q99.2	908		C0016667	D005600
ORPHA:3099	Rheumatic fever	Acute rheumatic fever							3099		C0035436	D012213
ORPHA:739	Prader-Willi syndrome	Prader-Labhart-Willi syndrome							739	176270	C0032897	D011218
ORPHA:47	X-linked agammaglobulinemia	BTK-deficiency | Bruton type agammaglobulinemia							47	300755	C0221026	C537409
ORPHA:580	Mucopolysaccharidosis type 2	Hunter syndrome | Iduronate 2-sulfatase deficiency | MPS2 | MPSII | Mucopolysaccharidosis type II						E76.1	580	309900	C0026705	D016532
ORPHA:579	Mucopolysaccharidosis type 1	Alpha-L-iduronidase deficiency | MPS1 | MPSI | Mucopolysaccharidosis type I						E76.0	579		C0023786	D008059
ORPHA:905	Wilson disease	Hepatolenticular degeneration							905	277900	C0019202	D006527
ORPHA:163209	Non-syndromic cerebral malformation due to abnormal neuronal migration	Brain malformation due to abnormal neuronal migration							163209		C5679571	
ORPHA:792	X-linked retinoschisis	X-linked juvenile retinoschisis | XLRS							792	312700	C0271091	
ORPHA:163528	OBSOLETE: Acute cutaneous lupus erythematosus								163528			
ORPHA:383	X-linked mixed deafness with perilymphatic gusher	Conductive deafness with stapes fixation | Nance deafness | X-linked mixed conductive and neurosensory deafness | X-linked mixed conductive and neurosensory hearing loss | X-linked mixed conductive and sensorineural deafness | X-linked mixed conductive and sensorineural hearing loss | X-linked stapes gusher syndrome							383	304400	C1844678	
ORPHA:163525	Subacute cutaneous lupus erythematosus							L93.1	163525		C0024140	
ORPHA:827	Stargardt disease	Fundus flavimaculatus | Stargardt 1							827	248200	C0271093	D000080362
ORPHA:163582	Rare bacterial infectious disease								163582		C5681850	
ORPHA:163531	Chronic cutaneous lupus erythematosus								163531		C0024138	
ORPHA:906	Wiskott-Aldrich syndrome	Eczema-thrombocytopenia-immunodeficiency syndrome | WAS						D82.0	906	301000	C0043194	D014923
ORPHA:904	Williams syndrome	Deletion 7q11.23 | Monosomy 7q11.23 | Williams-Beuren syndrome							904	194050	C0175702	D018980
ORPHA:162521	OBSOLETE: Congenital nasal pyriform aperture stenosis with holoprosencephaly	OBSOLETE: Apertura pyriformis with holoprosencephaly							162521			
ORPHA:280	Wolf-Hirschhorn syndrome	4p- syndrome | Distal deletion 4p | Distal monosomy 4p | Telomeric deletion 4p							280	194190	C1956097	D054877
ORPHA:162516	Isolated congenital nasal pyriform aperture stenosis	Isolated apertura pyriformis stenosis | Isolated nasal pyriform aperture hypoplasia							162516		C3839990	
ORPHA:15	Achondroplasia							Q77.4	15	100800	C0001080	D000130
ORPHA:96	Ataxia with vitamin E deficiency	AVED | Ataxia with isolated vitamin E deficiency | Familial isolated vitamin E deficiency | Friedreich-like ataxia | Isolated vitamin E deficiency							96	277460	C1848533	C535393
ORPHA:162526	Isolated congenital auditory ossicle malformation	Congenital auditory ossicle malformation without external ear abnormality						Q16.3	162526		C0158587	
ORPHA:101	Dentatorubral pallidoluysian atrophy	DRPLA | Dentatorubropallidoluysian atrophy | Naito-Oyanagi disease							101	125370	C0751781	
ORPHA:783	Rubinstein-Taybi syndrome	Broad thumb-hallux syndrome | Broad thumbs-halluces syndrome							783		C0035934	D012415
ORPHA:163649	Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome	Spondyloepiphyseal dysplasia, Nishimura type							163649		C4305147	
ORPHA:631	Non-acquired isolated growth hormone deficiency	Congenital IGHD | Congenital isolated GH deficiency | Congenital isolated growth hormone deficiency							631		C5679572	
ORPHA:276	T-B+NK- severe combined immunodeficiency due to gamma chain deficiency	SCIDX1 | T-B+K- severe combined immunodeficiency, X-linked | T-B+NK- SCID due to gamma chain deficiency							276	300400	C4707334	
ORPHA:163654	Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome	SED-BDS | Spondyloepiphyseal dysplasia, Cantu type | Tattoo dysplasia							163654	611717	C2673649	C567128
ORPHA:481	Kennedy disease	SBMA | SMAX1 | X-linked BSMA | X-linked bulbospinal amyotrophy | X-linked bulbospinal muscular atrophy | X-linked spinal and bulbar muscular atrophy							481	313200	C1839259	
ORPHA:664	Ornithine transcarbamylase deficiency	OCT deficiency | OTC deficiency | Ornithine carbamoyltransferase deficiency							664	311250	C0268542	D020163
ORPHA:163668	Spondyloepiphyseal dysplasia, MacDermot type	Spondyloepiphyseal dysplasia-myopia-sensorineural deafness syndrome | Spondyloepiphyseal dysplasia-myopia-sensorineural hearing loss syndrome							163668	184000	C4305149	
ORPHA:163673	Spondyloepiphyseal dysplasia, Byers type	Spondyloepiphyseal dysplasia-punctate corneal dystrophy syndrome							163673	183850	C1866727	
ORPHA:163662	Spondyloepiphyseal dysplasia, Reardon type								163662	600561	C4305148	
ORPHA:394	Homocystinuria due to cystathionine beta-synthase deficiency	CBS-deficient HCU | Classical homocystinuria | Cystathionine beta-synthase deficiency | Cystathionine beta-synthase-deficient homocystinuria | Homocystinuria due to CBS deficiency							394	236200	C0751202	
ORPHA:163665	Spondyloepiphyseal dysplasia tarda, Kohn type								163665	271620	C4304888	
ORPHA:508	Donohue syndrome								508	246200	C0265344	D056731
ORPHA:163591	Rare mycosis								163591		C5680444	
ORPHA:163596	Hemoglobin Bart's fetalis syndrome	HBHF | Haemoglobin Bart's disease | Haemoglobin Bart's hydrops fetalis | Hb Bart's hydrops fetalis syndrome | Hemoglobin Bart's disease | Hemoglobin Bart's hydrops fetalis | Homozygous alpha0-thalassemia | Alpha-thalassemia hydrops fetalis | Alpha-thalassemia major | BHFS							163596		C0272005	
ORPHA:436	Hypophosphatasia	HPP | Phosphoethanolaminuria | Rathbun disease							436		C0020630	D007014
ORPHA:163585	Rare viral disease								163585		C5680445	
ORPHA:429	Hypochondroplasia								429	146000	C0410529	C562937
ORPHA:163588	Rare parasitic disease								163588		C5680446	
ORPHA:437	Hypophosphatemic rickets								437		C1704375	D063730
ORPHA:163637	Rare disorder related with pregnancy, childbirth and puerperium								163637		C5680447	
ORPHA:104	Leber hereditary optic neuropathy	LHON | Leber optic atrophy							104	535000	C0917796	D029242
ORPHA:163631	Bile acid synthesis defect with cholestasis and malabsorption								163631		C5681851	
ORPHA:2182	Hydrocephalus with stenosis of the aqueduct of Sylvius	Bickers-Adams syndrome | HSAS | X-linked HSAS | X-linked acqueductal stenosis | X-linked hydrocephalus | X-linked hydrocephalus with stenosis of aqueduct of Sylvius							2182	307000	C0265216	C536078
ORPHA:163634	Maffucci syndrome	Enchondromatosis Spranger type II | Multiple Enchondromatosis type II | Multiple Enchondromatosis, Maffucci Type							163634	614569	C0024454	
ORPHA:163717	Familial mesial temporal lobe epilepsy	FLTLE							163717		C4749273	
ORPHA:163708	Cryptogenic late-onset epileptic spasms	Late-onset infantile spasms							163708		C4755310	
ORPHA:636	Neurofibromatosis type 1	Nonmosaic NF1 | Nonmosaic neurofibromatosis type 1 | Von Recklinghausen disease							636		C0027831	D009456
ORPHA:163703	Febrile infection-related epilepsy syndrome	DESC syndrome | Devastating epileptic encephalopathy in school-aged children | FIRES | Fever-induced refractory epileptic encephalopathy in school-aged children | AERRPS | Acute encephalitis with refractory repetitive partial seizures | Acute non-herpetic encephalitis with severe refractory status epilepticus							163703		C4049262	
ORPHA:649	Norrie disease	Atrophia bulborum hereditaria | Episkopi blindness | Norrie-Warburg disease							649		C0266526	C537849
ORPHA:163727	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	Rolandic epilepsy exercise-induced dystonia							163727	608105	C1842531	C535499
ORPHA:163721	Rolandic epilepsy-speech dyspraxia syndrome								163721		C4707308	
ORPHA:163684	Leukoencephalopathy-dystonia-motor neuropathy syndrome								163684	613724	C4518784	
ORPHA:379	Chronic granulomatous disease	CGD | Chronic septic granulomatosis							379		C0018203	D006105
