id	label	synonyms	snomed	doid	nci	icd10	orphanet	umls	mesh
MONDO:0000001	disease	condition | disease or disorder | disease or disorder, non-neoplastic | diseases | diseases and disorders | disorder | disorders | medical condition | other disease	64572001	4	C2991		377788		D004194
MONDO:0000004	adrenocortical insufficiency	adrenal cortical hypofunction | adrenal cortical insufficiency | adrenal gland insufficiency | adrenal insufficiency | hypocortisolemia | hypocortisolism	386584007	10493	C26691			C0405580	D000309
MONDO:0000005	alopecia, isolated								
MONDO:0000009	inherited bleeding disorder, platelet-type	bleeding disorder, platelet-type		2218				C0005818	
MONDO:0000014	colorblindness, partial								
MONDO:0000015	classic complement early component deficiency	genetic deficiency of early component of the classical complement pathway	363009005					C1285186	
MONDO:0000022	nocturnal enuresis	bedwetting | enuresis, nocturnal | sleep enuresis			C118172			C0270327	D053206
MONDO:0000023	infantile liver failure	fever-associated acute infantile liver failure syndrome | infantile liver failure syndrome | liver failure, infantile		0080716			464724	C5681094	
MONDO:0000030	familial sleep-related hypermotor epilepsy	autosomal dominant nocturnal frontal lobe epilepsy | epilepsy, nocturnal frontal lobe, familial | familial sleep-related hyperkinetic epilepsy	698021005	0060681			98784	C5577629	C579932
MONDO:0000032	febrile seizures, familial	seizures, familial febrile		0111297					
MONDO:0000044	hereditary hypophosphatemic rickets						437		
MONDO:0000045	hypothyroidism, congenital, nongoitrous								
MONDO:0000050	isolated congenital growth hormone deficiency	congenital IGHD | congenital isolated GH deficiency | congenital isolated growth hormone deficiency | isolated growth hormone deficiency	2109003	0060870			631	C5679572	
MONDO:0000060	microcephalic osteodysplastic primordial dwarfism								
MONDO:0000062	isolated microphthalmia	microphthalmia, isolated | nonsyndromic microphthalmia		0080637					
MONDO:0000065	microvascular complications of diabetes, susceptibility	microvascular complications of diabetes							
MONDO:0000066	mitochondrial respiratory chain complex deficiency	isolated oxidative phosphorylation complex disorder | mitochondrial complex deficiency					254846	C5679632	
MONDO:0000070	Mycobacterium tuberculosis, susceptibility	Mycobacterium tuberculosis, susceptibility to | Mycobacterium tuberculosis, susceptibility to infection by							C536092
MONDO:0000078	acrocephalopolysyndactyly		205260006					C0687154	
MONDO:0000079	nephrolithiasis/osteoporosis, hypophosphatemic			0080655					
MONDO:0000082	pelvic organ prolapse		237113009					C0877015	D056887
MONDO:0000087	polymicrogyria		4945003	0080918	C116936		35981	C0266464	D065706
MONDO:0000088	precocious puberty	pubertas praecox | sexual precocity	400179000		C79704	E30.1	95708	C0034013	D011629
MONDO:0000090	progressive external ophthalmoplegia with mitochondrial DNA deletions	progressive external ophthalmoplegia with mtDNA deletions							
MONDO:0000104	anemia, hypochromic microcytic with iron overload	anemia, hypochromic microcytic, with iron overload						C2673913	C567144
MONDO:0000105	anemia, nonspherocytic hemolytic							C4025735	
MONDO:0000107	auriculocondylar syndrome	auriculo-condylar syndrome | question mark ear syndrome	702443003				137888	C1865295	C538270
MONDO:0000108	bacteremia, susceptibility							C3280646	
MONDO:0000110	bifid nose						2695	C0221363	C535441
MONDO:0000111	camptodactyly syndrome, Guadalajara								
MONDO:0000114	cerebelloparenchymal disorder								
MONDO:0000115	Chiari malformation	(Arnold) Chiari malformation | Arnold-Chiari malformation	253184003		C84570			C0003803	D001139
MONDO:0000118	reticulate pigment disorder	reticulate pigment disorders							
MONDO:0000119	congenital heart defects, multiple types								
MONDO:0000127	geleophysic dysplasia	geleophysic dwarfism	28557005	0111724			2623	C3489726	
MONDO:0000128	giant axonal neuropathy		128207002		C84728			C5200933	D056768
MONDO:0000129	glutaric aciduria	glutaric acidemia | glutaric aciduria (disease)	28987007					C0268594	
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	immunodeficiency-centromeric instability-facial anomalies	234633000	0090007			2268	C0398788	C537362
MONDO:0000136	keratosis follicularis spinulosa decalvans	keratosis pilaris decalvans	238626006	0080753			2340	C0343057	
MONDO:0000137	leukoencephalopathy, megalencephalic								
MONDO:0000138	metaphyseal chondrodysplasia	metaphyseal chondrodysplasia (disease)	28681006					C0265290	
MONDO:0000141	mosaic variegated aneuploidy syndrome	Warburton-Anyane-Yeboa syndrome	700056005	0080688			1052	C4551972	C536987
MONDO:0000144	pregnancy loss, recurrent, susceptibility								
MONDO:0000147	polyposis	multiple polyps			C4089			C0334108	
MONDO:0000148	pulmonary fibrosis and/or bone marrow failure, telomere-related								
MONDO:0000151	symphalangism		253975004					C5848178	
MONDO:0000152	thiamine-responsive dysfunction syndrome								
MONDO:0000153	transposition of the great arteries	complete transposition | great vessels transposition | transposition of great vessels | transposition of the great vessels			C84742		216675	C0040761	D014188
MONDO:0000155	triglyceride storage disease	inborn error of sequestering of triglyceride | inborn sequestering of triglyceride disorder | rare inborn error of sequestering of triglyceride							
MONDO:0000156	trigonocephaly		28740008					C0265535	
MONDO:0000158	developmental dysplasia of the hip	congenital hip dysplasia	52781008	0060930				C4551649	D000082602
MONDO:0000159	bone marrow failure syndrome				C165614			C2931245	C536572
MONDO:0000160	epilepsy, familial adult myoclonic			0111689					
MONDO:0000162	autoimmune thyroid disease, susceptibility to								
MONDO:0000166	encephalopathy, acute, infection-induced								
MONDO:0000167	Huntington disease and related disorders								
MONDO:0000170	microphthalmia, isolated, with coloboma	colobomatous microphthalmia | microphthalmia with colobomatous cyst | microphthalmia-anophthalmia-coloboma syndrome					98938	C2931500	C537463
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	hard syndrome | hydrocephalus-agyria-retinal dysplasia syndrome | Walker-Warburg muscular dystrophy | Walker-Warburg syndrome	111504002	0050560	C99109		899	C0265221	D058494
MONDO:0000172	muscular dystrophy-dystroglycanopathy, type B			0112375					
MONDO:0000173	muscular dystrophy-dystroglycanopathy, type C								
MONDO:0000179	Neu-Laxova syndrome		77817004				2671	C0265218	C536405
MONDO:0000181	microcephaly and chorioretinopathy								
MONDO:0000182	congenital myasthenic syndrome with tubular aggregates	CMS-TA | myasthenic syndrome, congenital, with tubular aggregates							
MONDO:0000188	GLUT1 deficiency syndrome			0070560				C1847501	
MONDO:0000190	ventricular fibrillation	fibrillation, ventricular | ventricular fibrillation (disease) | VFib	71908006		C50799	I49.01		C0042510	D014693
MONDO:0000192	polyglucosan body myopathy								
MONDO:0000193	cortisone reductase deficiency	11-beta-hydroxysteroid dehydrogenase deficiency type 1 | deficiency of (R)-20-hydroxysteroid dehydrogenase | deficiency of cortisone reductase | hyperandrogenism due to cortisone reductase deficiency	124138004	0090139			168588	C1291245	C536447
MONDO:0000200	Zimmermann-Laband syndrome	gingival fibromatosis-hepatosplenomegaly-other anomalies syndrome | Laband syndrome | Zimmerman Laband syndrome | Zimmermann-Laband syndrome type 1	699447001				3473	C0796013	C536725
MONDO:0000208	microcephaly, short stature, and impaired glucose metabolism 1							C4014997	
MONDO:0000209	prenatal-onset spinal muscular atrophy with congenital bone fractures	spinal muscular atrophy with congenital bone fractures					486811	C5567518	
MONDO:0000210	thiopurine metabolic disease							C2931223	
MONDO:0000211	striatal degeneration, autosomal dominant	autosomal dominant striatal neurodegeneration					228169	C1836694	C563783
MONDO:0000212	hypercalcemia, infantile	autosomal recessive hypercalcemia, infantile | autosomal recessive infantile hypercalcemia | familial infantile hypercalcemia with suppressed intact parathyroid hormone | hypercalcemia disease of infancy | hypercalcemia, infantile, autosomal recessive | infantile hypercalcemia | infantile hypercalcemia disease | infantile onset hypercalcemia disease	276645004;34225008		C129734		300547	C4329374	C562999
MONDO:0000213	autoimmune disease, multisystem, infantile-onset			0061159					
MONDO:0000214	hypermanganesemia with dystonia		768553002	0080535				C4708509	
MONDO:0000222	seminal vesicle acute gonorrhea	acute gonococcal seminal vesiculitis | gonococcal seminal vesiculitis, acute	65049003	0050004				C0153194	
MONDO:0000224	acquired carbohydrate metabolism disease			0050013					
MONDO:0000225	human monocytic ehrlichiosis	human ehrlichiosis due to Ehrlichia chaffeensis | Human Monocytic Ehrlichiosis (HME)	359747000	0050026				C3844799	
MONDO:0000226	mineral metabolism disease	disease of mineral metabolism | disorder of mineral metabolism	45744005			E83		C0154260	
MONDO:0000227	African tick-bite fever		415561000	0050035				C1320317	
MONDO:0000229	Indian tick typhus			0050042			101335	C0343768	
MONDO:0000230	Israeli tick typhus			0050043					
MONDO:0000231	Far eastern spotted fever		472822008	0050046				C3532354	
MONDO:0000232	Flinders island spotted fever			0050047				C4505102	
MONDO:0000233	Japanese spotted fever			0050050				C2108396	
MONDO:0000234	Rickettsia parkeri spotted fever			0050051					
MONDO:0000236	oropharyngeal anthrax	oropharynx anthrax infection		0050059					
MONDO:0000239	adiaspiromycosis	adiaspirosis | haplosporangiosis | pulmonary adiaspiromycosis	23892008	0050072				C0259737	C000656784
MONDO:0000240	invasive aspergillosis		721798004	0050073				C0238013	
MONDO:0000241	Keshan disease		46939000	0050083				C0268095	C536166
MONDO:0000242	tinea barbae	beard dermatophytosis | dermatophytosis of beard	399329002	0050096				C2349994	C000656825
MONDO:0000243	ectothrix infectious disease			0050097					
MONDO:0000244	endothrix infectious disease			0050105					
MONDO:0000245	tinea imbricata		240699006	0050116		B35.5		C0040255	
MONDO:0000248	dengue shock syndrome		409671005	0050125				C0376300	D019595
MONDO:0000249	secretory diarrhea		15699003	0050129				C0267557	
MONDO:0000250	osmotic diarrheal disease	osmotic diarrhoea | permeability diarrhea | permeability diarrhoea	2946003	0050130				C0267556	
MONDO:0000251	diarrheal disease secondary to altered bowel motility	diarrhea secondary to altered bowel motility | diarrhoea secondary to altered bowel motility | motility-related diarrhea | motility-related diarrhoea							
MONDO:0000252	inflammatory diarrhea		95544006	0050132				C0521604	
MONDO:0000253	piedra	hair shaft fungal infectious disease	402135006					C0031898	D010854
MONDO:0000254	cutaneous mycosis		14560005	0050134					
MONDO:0000255	subcutaneous mycosis			0050135				C5230306	
MONDO:0000256	systemic mycosis		399314004	0050136				C0553576	
MONDO:0000257	acute diarrhea	acute diarrheal disease | diarrhea (disease), acute | diarrhea, acute | diarrheal disease, acute | diarrhoea (disease), acute	409966000	0050140				C0740441	
MONDO:0000259	asymptomatic dengue			0050143					
MONDO:0000261	adenoiditis	inflammation of pharyngeal tonsil | pharyngeal tonsil inflammation | pharyngeal tonsilitis	70020005	0050145		J35.02		C0001427	
MONDO:0000262	otomycosis	external ear fungal infectious disease	53316003	0050147				C0029895	D059249
MONDO:0000263	laryngotracheitis		55130001	0050148				C0023076	
MONDO:0000265	aspiration pneumonia	acid aspiration syndrome | acid aspiration syndromes | aspiration pneumonia (disease) | aspiration Pneumonias | gastric acid aspiration syndrome | Mendelson syndrome | Mendelson's syndrome | Mendelsons syndrome | Pneumonias, aspiration | syndrome, acid aspiration | syndrome, Mendelson | syndrome, Mendelson's | syndromes, acid aspiration	422588002	0050152				C0032290	D011015
MONDO:0000266	pulmonary aspergilloma	lung aspergillosis		0050153				C2350529	D055732
MONDO:0000270	lower respiratory tract disorder	disease of lower respiratory tract | disease or disorder of lower respiratory tract | disorder of lower respiratory tract | lower respiratory tract disease | lower respiratory tract disease or disorder	128272009	0050161				C1290325	
MONDO:0000271	tuberculous salpingitis		49558004	0050166				C0275933	
MONDO:0000273	Kunjin virus infectous disease			0050174					
MONDO:0000276	Powassan encephalitis	powassan encephalitis virus infection | Powassan virus caused disease or disorder | Powassan virus disease or disorder | Powassan virus infectious disease	416707008	0050179				C0032858	
MONDO:0000282	Whitewater Arroyo hemorrhagic fever			0050199					
MONDO:0000283	Hantavirus hemorrhagic fever with renal syndrome, Seoul virus type			0050200					
MONDO:0000284	Hantavirus hemorrhagic fever with renal syndrome, Puumala virus type	nephropathis epidemica		0050201				C0242993	
MONDO:0000286	Epstein-Barr virus hepatitis		302919001	0050204				C0554114	
MONDO:0000288	polycystic echinococcosis	human polycystic hydatid disease | neotropical echinococcosis		0050218					
MONDO:0000290	primary amebic meningoencephalitis	Naegleria fowleri infection	721816008	0050242		B60.2		C0300934	C535275
MONDO:0000291	granulomatous amebic encephalitis		230187000	0050246				C0338428	
MONDO:0000292	philophthalmiasis	Philophthalmus caused disease or disorder | Philophthalmus disease or disorder | Philophthalmus infectious disease		0050250					
MONDO:0000293	coenurosis	caenurosis | coenuriasis	24360007	0050251				C0009225	
MONDO:0000294	mesocestoidiasis	infection by Mesocestoides | Mesocestoides caused disease or disorder | Mesocestoides disease or disorder | Mesocestoides infectious disease	85750001	0050253				C0277108	
MONDO:0000295	acanthocephaliasis	Acanthocephala caused disease or disorder | Acanthocephala disease or disorder | Acanthocephala infectious disease | disease caused by Acanthocephala | disease due to Acanthocephala | infection by Acanthocephala | infection by thorny-headed worm	105713003	0050254				C0277331	
MONDO:0000297	baylisascariasis	Baylisascaris procyonis caused disease or disorder | Baylisascaris procyonis disease or disorder | Baylisascaris procyonis infectious disease | raccoon roundworm infection		0050259	C128397			C0277150	
MONDO:0000298	dioctophymiasis	Dioctophyme renale caused disease or disorder | Dioctophyme renale disease or disorder | Dioctophyme renale infection | Dioctophyme renale infectious disease	40410004	0050260				C0012482	
MONDO:0000299	thelaziasis	infection by Thelazia | Thelazia caused disease or disorder | Thelazia disease or disorder | Thelazia infectious disease	46477004	0050261				C0344058	
MONDO:0000301	ophthalmomyiasis	Oestrus ovis caused myiasis | Oestrus ovis myiasis | ophthalmic myiasis	48216006	0050268				C0027034	
MONDO:0000302	basidiobolomycosis	Basidiobolus caused disease or disorder | Basidiobolus disease or disorder | Basidiobolus infectious disease | infection by Basidiobolus | infection caused by Basidiobolus	4921002	0050278				C0343965	
MONDO:0000303	conidiobolomycosis	Conidiobolus infectious disease | infection by Conidiobolus	240783007	0050279				C0276712	
MONDO:0000304	penicilliosis	infection caused by Penicillium marneffei | infection caused by Talaromyces marneffei | infection due to Penicillium marneffei | Penicillium marneffei infectious disease | Talaromyces marneffei caused disease or disorder | Talaromyces marneffei disease or disorder | Talaromyces marneffei infectious disease	372936000;713315007	0050288			697053	C1274008	
MONDO:0000306	trichosporonosis	Trichosporon caused disease or disorder | Trichosporon disease or disorder | Trichosporon infectious disease	240761008	0050290				C0343939	D060586
MONDO:0000307	parasitic Ichthyosporea infectious disease	Ichthyosporea caused disease or disorder | Ichthyosporea disease or disorder | Ichthyosporea infectious disease		0050291					
MONDO:0000308	primary systemic mycosis			0050292					
MONDO:0000309	aniseikonia		16059006	0050304		H52.32		C0003078	D000839
MONDO:0000310	Alkhurma hemorrhagic fever	Alkhumra hemorrhagic fever virus caused disease or disorder | Alkhumra hemorrhagic fever virus disease or disorder | Alkhumra hemorrhagic fever virus infectious disease		0050308				C5230236	
MONDO:0000313	hypophosphatemia	hypophosphatemia (disease)	4996001	0050336	C37977			C0085682	D017674
MONDO:0000314	primary bacterial infectious disease			0050338					
MONDO:0000315	commensal bacterial infectious disease			0050339					
MONDO:0000316	opportunistic bacterial infectious disease			0050340					
MONDO:0000320	glandular tularemia	lymph node tularemia	21857006	0050382				C0275974	
MONDO:0000321	typhoidal tularemia		398554008	0050383				C0473876	
MONDO:0000327	Buruli ulcer disease	Buruli ulcer | Mycobacterium ulcerans caused disease or disorder | Mycobacterium ulcerans disease or disorder | Mycobacterium ulcerans infectious disease	15845006	0050456	C84604			C0085568	D054312
MONDO:0000328	hyperphosphatemia	hyperphosphatemia (disease)	20165001	0050459				C0085681	D054559
MONDO:0000330	endemic typhus	endemic flea-borne typhus | endemic typhus fever | murine typhus | urban typhus		0050481	C84688		83315	C0041472	D014437
MONDO:0000331	Rickettsia helvetica spotted fever	aneruptive fever | Rickettsia helvetica aneruptive fever | Rickettsia helvetica caused disease or disorder | Rickettsia helvetica disease or disorder | Rickettsia helvetica infectious disease		0050484					
MONDO:0000332	sennetsu fever	Neorickettsia sennetsu caused disease or disorder | Neorickettsia sennetsu disease or disorder | Neorickettsia sennetsu infectious disease	21013006	0050485				C0520779	C537582
MONDO:0000333	early congenital syphilis		4359001	0050488				C0275859	
MONDO:0000334	multinodular goiter	goiter, multinodular	237570007	0050489	C131438			C0342208	
MONDO:0000335	parenchymatous neurosyphilis			0050490					
MONDO:0000336	meningovascular neurosyphilis			0050491					
MONDO:0000337	exanthema subitum	exanthem subitum | roseola | roseola Infantum | sixth disease	54385001	0050495	C128420	B08.2		C0015231	D005077
MONDO:0000338	variola major infectious disease		47452006	0050508				C1812609	
MONDO:0000339	spinal polio			0050513					
MONDO:0000340	bulbospinal polio			0050514					
MONDO:0000341	paralytic poliomyelitis			0050515				C1405301	
MONDO:0000342	O'nyong'nyong fever	O'nyong-nyong virus caused disease or disorder | O'nyong-nyong virus disease or disorder | O'nyong-nyong virus infectious disease	85579005	0050516		A92.1		C0276286	
MONDO:0000343	Barmah forest virus disease	Barmah Forest virus caused disease or disorder | Barmah Forest virus disease or disorder | Barmah Forest virus infectious disease		0050517					
MONDO:0000344	Ross river fever	Ross River virus caused disease or disorder | Ross River virus disease | Ross River virus disease or disorder | Ross River virus infectious disease	602001	0050518		B33.1		C0919833	
MONDO:0000345	Oropouche fever	Oropouche virus caused disease or disorder | Oropouche virus disease or disorder | Oropouche virus infectious disease	72880002	0050521		A93.0		C0276386	
MONDO:0000346	Hantavirus hemorrhagic fever with renal syndrome, Dobrava-Belgrade virus type	Balkan hemorrhagic fever		0050522					
MONDO:0000351	disorder of methionine catabolism	hypermethioninemia | inborn error of methionine catabolic process | inborn methionine catabolic process disorder | rare inborn error of methionine catabolic process	43123004	0050544				C4048705	
MONDO:0000355	Ullrich congenital muscular dystrophy	scleroatonic muscular dystrophy | scleroatonic Ullrich disease | Ullrich scleroatonic muscular dystrophy	240062007	0050558	C123438		75840	C4551860	C537521
MONDO:0000358	orofacial cleft		449790007	0050567				C3266076	
MONDO:0000359	spondylocostal dysostosis	costovertebral dysplasia | Spondylocostal Dysplasia		0050568	C125598			C0265343	C537565
MONDO:0000363	gummatous syphilis			0050584					
MONDO:0000365	primary congenital glaucoma	primary congenital glaucoma (disease)	415176004	0050593	C150251			C1533041	
MONDO:0000367	taeniasis	Taenia infection | taenia saginata infection	69163003	0050596	C85180	B68		C0039254	D013622
MONDO:0000368	extrapulmonary tuberculosis		423997002	0050598				C0679362	
MONDO:0000369	abdominal tuberculosis	tuberculosis of abdomen	447330002	0050599				C0740652	
MONDO:0000371	oral cavity carcinoma in situ	carcinoma in situ of mouth | carcinoma in situ of oral cavity | carcinoma in situ of the mouth | carcinoma in situ of the oral cavity | mouth carcinoma in situ | oral cavity in situ carcinoma | stage 0 carcinoma of mouth | stage 0 carcinoma of oral cavity | stage 0 carcinoma of the mouth | stage 0 carcinoma of the oral cavity | stage 0 mouth carcinoma | stage 0 oral cavity cancer | stage 0 oral cavity cancer aJCC v6 | stage 0 oral cavity cancer aJCC v6 and v7 | stage 0 oral cavity cancer aJCC v7 | stage 0 oral cavity carcinoma	92660005	0050610	C4587			C0347073	
MONDO:0000372	pharynx carcinoma in situ	carcinoma in situ of pharynx | carcinoma in situ of the pharynx | pharyngeal cancer stage 0 | pharyngeal carcinoma in situ | pharynx in situ carcinoma | stage 0 carcinoma of pharynx | stage 0 carcinoma of the pharynx | stage 0 pharyngeal cancer | stage 0 pharyngeal carcinoma | stage 0 pharyngeal throat cancer | stage 0 pharynx carcinoma	92681005	0050611	C4942	D00.08		C0347098	
MONDO:0000373	gall bladder carcinoma in situ	carcinoma in situ of gall bladder | gall bladder in situ carcinoma | stage 0 gall bladder carcinoma		0050612	C4439			C0345911	
MONDO:0000374	bile duct carcinoma in situ	bile duct in situ carcinoma | carcinoma in situ of bile duct | stage 0 bile duct carcinoma		0050613	C134609				
MONDO:0000375	bronchus carcinoma in situ	bronchus in situ carcinoma | carcinoma in situ of bronchus | stage 0 bronchus carcinoma	92557009	0050614				C2939445	
MONDO:0000376	respiratory system cancer	cancer of respiratory system | malignant neoplasm of respiratory system | malignant respiratory system neoplasm	449096009	0050615	C4571	C34		C3164456	
MONDO:0000377	malignant Leydig cell tumor	cancer of Leydig cell | Leydig cell cancer | Leydig cell tumor, malignant | malignant interstitial cell neoplasm | malignant Leydig cell neoplasm | malignant neoplasm of Leydig cell		0050616	C4213			C0334410	
MONDO:0000378	malignant Sertoli cell tumor	malignant Androblastoma | Sertoli cell tumor, malignant		0050617	C67006			C0334406	
MONDO:0000379	malignant Sertoli-Leydig cell tumor	Sertoli-Leydig cell tumor, malignant		0050618					
MONDO:0000380	paranasal sinus carcinoma	accessory sinus cancer | accessory sinus carcinoma | cancer of paranasal sinus | carcinoma of accessory sinus | carcinoma of paranasal sinus | carcinoma of the accessory sinus | carcinoma of the paranasal sinus		0050619	C6014			C0854995	
MONDO:0000381	infiltrating renal pelvis transitional cell carcinoma			0050620					
MONDO:0000382	respiratory system benign neoplasm		255166003	0050621	C8531			C0497556	
MONDO:0000383	benign reproductive system neoplasm	reproductive organ benign neoplasm		0050622	C7617			C1332536	
MONDO:0000384	bladder benign neoplasm	benign bladder neoplasm | benign bladder tumor | benign bladder tumour | benign neoplasm of bladder | benign neoplasm of the bladder | benign neoplasm of the urinary bladder | benign neoplasm of urinary bladder | benign tumor of bladder | benign tumor of the bladder | benign tumor of the urinary bladder | benign tumor of urinary bladder | benign tumour of bladder | benign tumour of the bladder | benign tumour of the urinary bladder | benign tumour of urinary bladder | benign urinary bladder neoplasm | benign urinary bladder tumor | benign urinary bladder tumour | urinary bladder benign neoplasm	91992005	0050623	C3618	D30.3		C0154017	
MONDO:0000385	benign digestive system neoplasm	alimentary part of gastrointestinal system benign neoplasm | benign digestive system tumor | benign digestive system tumour | benign gastrointestinal neoplasm | benign gastrointestinal system tumor | benign gastrointestinal system tumour | benign gastrointestinal tumor | benign gastrointestinal tumour | benign GI neoplasm | benign GI system neoplasm | benign GI system tumor | benign GI system tumour | benign GI tumor | benign GI tumour | benign neoplasm of digestive system | benign neoplasm of gastrointestinal system | benign neoplasm of the digestive system | benign tumor of digestive system | benign tumor of gastrointestinal system | benign tumor of GI system | benign tumor of the digestive system | benign tumor of the gastrointestinal system | benign tumor of the GI system | benign tumour of digestive system | benign tumour of gastrointestinal system | benign tumour of GI system | benign tumour of the digestive system | benign tumour of the gastrointestinal system | benign tumour of the GI system		0050624	C4787			C0497538	
MONDO:0000386	digestive system neuroendocrine tumor, grade 1/2			0050626	C95404			C2930967	
MONDO:0000387	hypochromic microcytic anemia	hypochromic microcytic anaemia (disease) | hypochromic microcytic anemia (disease)	44666001	0050642				C0271901	C536357
MONDO:0000389	atelosteogenesis		43814000	0050648				C5574658	
MONDO:0000390	vitelliform macular dystrophy	macular dystrophy, vitelliform	90036004	0050661	C118788			C0339510	D057826
MONDO:0000393	partial fetal alcohol syndrome			0050666				C3661483	
MONDO:0000395	alcohol-related birth defect	alcohol related birth defect		0050668	C92727			C3146244	
MONDO:0000396	spastic cerebral palsy		230773005	0050669	C116903			C0338596	
MONDO:0000397	ataxic cerebral palsy		278512001	0050670	C97168	G80.4		C0394005	
MONDO:0000400	mixed cerebral palsy		702318008	0050673	C97177			C0751024	
MONDO:0000402	small cell carcinoma	oat cell cancer | oat cell carcinoma | small cell cancer | small cell car. (extrapulmonary) | small cell carcinoma (extrapulmonary) | small cell NEC | small cell neuroendocrine carcinoma	11010461000119101	0050685	C3915;C4099			C0334239	D018288
MONDO:0000405	anal canal cancer	cancer of anal canal | malignant anal canal neoplasm | malignant neoplasm of anal canal	363352004	0050688		C21.1		C0153445	
MONDO:0000407	malignant pleural solitary fibrous tumor	pleural solitary fibrous tumor, malignant		0050695				C5985025	
MONDO:0000408	fetal alcohol spectrum disorder	fetal alcohol spectrum disorders | foetal alcohol spectrum disorders	609437000	0050696	C92780			C2985290	D063647
MONDO:0000409	chorioamnionitis	fetal membrane inflammation | foetal membrane inflammation | inflammation of fetal membrane | inflammation of foetal membrane | intra-amniotic infection	11612004	0050697	C26720	O41.12		C0008495	D002821
MONDO:0000410	funisitis		396343006	0050698	C97077			C1275592	
MONDO:0000415	adolescence-adult electroclinical syndrome			0050705					
MONDO:0000421	inborn serine deficiency	inborn error of L-serine biosynthetic process | inborn L-serine biosynthetic process disorder | rare inborn error of L-serine biosynthetic process		0050721					
MONDO:0000425	X-linked disease	disease or disorder, X-linked | disease, X-linked | X-linked disease or disorder | X-linked hereditary disease | X-linked hereditary disorder | X-linked inherited disease | X-linked inherited disorder	128430005	0050735	C85865			C1138434	D040181
MONDO:0000426	autosomal dominant disease	autosomal dominant disease or disorder | autosomal dominant hereditary disorder | autosomal dominant inherited disorder | disease or disorder, autosomal dominant | disease, autosomal dominant	11164009	0050736				C0265385	
MONDO:0000428	Y-linked disease	disease or disorder, Y-linked | disease, Y-linked | Y-linked disease or disorder		0050738				C1563751	D050174
MONDO:0000429	autosomal genetic disease	autosomal hereditary disorder | autosomal inherited disease | autosomal inherited disorder	1899006	0050739				C0265384	
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	mature T-and NK-cell lymphoma | mature T-cell and NK-cell lymphoma | mature T-cell and NK-cell non-Hodgkin's lymphoma | mature T-cell lymphoma | mature T-cell non-Hodgkin's lymphoma | peripheral T-cell lymphoma	109977009	0050743;0050749	C3468	C84.4		C5551485	D016411
MONDO:0000432	lymphoplasmacytic lymphoma	Immunocytoma, lymphoplasmacytic type | lymphoma, lymphoplasmacytic, malignant | lymphoma, plasmacytic | lymphoplasmacytic lymphoma (Waldenstrom macroglobulinemia) | lymphoplasmacytoid lymphoma		0050747	C3212			C0334633	
MONDO:0000437	cerebellar ataxia	ataxia syndrome | cerebellar ataxias | spinocerebellar ataxia | spinocerebellar degeneration	85102008	0050753	C82341		102002	C0007758	D002524
MONDO:0000440	metabolic acidosis		59455009	0050758				C0220981	
MONDO:0000446	midface dysplasia			0050767					
MONDO:0000447	autosomal dominant polycystic liver disease	AD polycystic liver disease | isolated congenital polycystic liver disease | isolated polycystic liver disease | polycystic liver disease	72925005	0050770	C82833	Q44.6	2924	C0158683	
MONDO:0000448	paraganglioma	neoplasm of paraganglion | neoplasm of the paraganglion | paragangliomas | paraganglion neoplasm | paraganglion tumor | paraganglion tumour | Paraganglionic neoplasm | Paraganglionic tumor | Paraganglionic tumour | tumor of paraganglion | tumor of the paraganglion | tumour of paraganglion | tumour of the paraganglion	127027008	0050773	C3308			C0030421	D010235
MONDO:0000450	secondary progressive multiple sclerosis	secondary-progressive MS	425500002	0050783				C0751965	
MONDO:0000451	primary progressive multiple sclerosis		428700003	0050784				C0751964	
MONDO:0000452	progressive relapsing multiple sclerosis		230374002	0050785				C0393666	
MONDO:0000453	short QT syndrome	ventricular arrhythmia associated with short QT syndrome	698272007	0050793	C71060		51083	C2348199	C580439
MONDO:0000455	cone dystrophy		312917007	0050795			1871	C0730290	D000077765
MONDO:0000456	cerebral creatine deficiency syndrome	creatine deficiency syndrome		0050798			79172	C5244016	
MONDO:0000457	classical glioblastoma			0050803	C111694			C3827253	
MONDO:0000458	proneural glioblastoma			0050804	C111692			C3828464	
MONDO:0000459	mesenchymal glioblastoma			0050805	C111695			C3829122	
MONDO:0000460	neural glioblastoma			0050806	C111693			C3828832	
MONDO:0000461	nutritional biotin deficiency		49607006	0050810				C3714396	C531633
MONDO:0000462	eye adnexa disorder	disease of ocular adnexa | disease or disorder of ocular adnexa | disorder of ocular adnexa | ocular adnexa disease | ocular adnexa disease or disorder	118941004	0050815				C1290855	
MONDO:0000463	Ochoa syndrome	hydronephrosis-inverted smile syndrome | inverted smile-neurogenic bladder syndrome | partial facial palsy with urinary abnormalities | Urofacial Syndrome	236533008	0050816			2704	C0403555	C536480
MONDO:0000465	atrioventricular block	atrioventricular block (disease) | AV block | AV nodal block	233917008	0050820				C0004245	D054537
MONDO:0000466	first-degree atrioventricular block	atrioventricular block first degree | atrioventricular block, first degree | AV block first degree | first degree atrioventricular block | first degree AV block	270492004	0050821	C62015	I44.0		C0085614	
