id	label	synonyms	snomed	doid	nci	icd10	orphanet	umls	mesh
MONDO:0021386	neoplasm of mediastinum	mediastinal neoplasm | mediastinal tumor | mediastinal tumour | mediastinum neoplasm | mediastinum neoplasm (disease) | mediastinum tumor | mediastinum tumour | neoplasm of the mediastinum | tumor of mediastinum | tumor of the mediastinum | tumour of mediastinum | tumour of the mediastinum	126725000		C3221			C0025063	
MONDO:0021388	neoplasm of chest wall	chest wall neoplasm | chest wall neoplasm (disease) | chest wall tumor | chest wall tumour | neoplasm of the chest wall | tumor of chest wall | tumor of the chest wall | tumour of chest wall | tumour of the chest wall	126640008		C4929			C1290309	
MONDO:0021389	neoplasm of aortic body	aortic body neoplasm | aortic body neoplasm (disease) | aortic body paraganglioma | aortic body tumor | aortic body tumour | aorticopulmonary paraganglioma | neoplasm of the aortic body | paraganglioma of aortic body | paraganglioma of the aortic body | tumor of aortic body | tumor of the aortic body | tumour of aortic body | tumour of the aortic body	127029006		C4218			C0334417	
MONDO:0021390	polyp of ureter	polyp of the ureter | ureter polyp | ureteral polyp	197821004		C4530			C0346269	
MONDO:0021392	polyp of large intestine	colorectal polyp | large bowel polyp | large intestine polyp | polyp of large bowel | polyp of the large bowel | polyp of the large intestine	399505005		C5679			C0949059	
MONDO:0021394	polyp of vagina	polyp of the vagina | polyp, vaginal, benign | vagina polyp | vaginal polyp	29609001		C3664	N84.2		C0156390	
MONDO:0021396	polyp of vulva	mammalian vulva polyp | polyp of the vulva | vulva polyp | vulvar polyp	57158005		C3978	N84.3		C0269218	
MONDO:0021398	polyp of rectum	polyp of the rectum | rectal polyp | rectum polyp	39772007		C3351	K62.1		C0034887	
MONDO:0021400	polyp of colon	colon polyp | colonic polyp | polyp of the colon	68496003		C2954	K63.5		C0009376	D003111
MONDO:0021402	polyp of external auditory canal	external acoustic meatus polyp | external auditory canal polyp | external Ear polyp | polyp of the external auditory canal	95211004		C4366			C0339765	
MONDO:0021404	polyp of sphenoidal sinus	polyp of sphenoid sinus | polyp of the sphenoid sinus | polyp of the sphenoidal sinus | sphenoid sinus polyp | sphenoidal sinus polyp	90685008		C3933			C0264255	
MONDO:0021408	polyp of frontal sinus	frontal sinus polyp | polyp of the frontal sinus	195759002		C4367			C0339814	
MONDO:0021412	polyp of maxillary sinus	maxillary antral polyp | maxillary sinus polyp | polyp of the maxillary sinus	29074008		C3931			C0264239	
MONDO:0021416	polyp of gallbladder	gall bladder polyp | gallbladder polyp | polyp of the gallbladder	197433003		C3909			C0262493	
MONDO:0021418	polyp of ethmoidal sinus	ethmoid sinus polyp | ethmoidal polyp | ethmoidal sinus polyp | polyp of ethmoid sinus | polyp of the ethmoid sinus | polyp of the ethmoidal sinus	23966000		C3932			C0264248	
MONDO:0021420	polyp of vocal cord	laryngeal vocal fold polyp | polyp of the vocal cord | vocal cord polyp	9078005		C3440			C0042929	
MONDO:0021424	hemangiopericytoma of skin	hemangiopericytoma of the skin | skin hemangiopericytoma | zone of skin hemangiopericytoma	254796009		C4492			C0346084	
MONDO:0021427	squamous cell carcinoma of lip	lip scc | lip squamous cell carcinoma | scc of Lip | scc of the Lip | squamous cell carcinoma of the Lip	255071008		C4042		502366	C0280302	
MONDO:0021429	squamous cell carcinoma of floor of mouth	floor of mouth scc | floor of mouth squamous cell carcinoma | mouth floor squamous cell carcinoma | scc of floor of mouth | scc of the floor of mouth | squamous cell carcinoma of the floor of mouth	276954004		C4041			C0280300	
MONDO:0021431	squamous cell carcinoma of buccal mucosa	buccal mucosa squamous cell carcinoma | scc of buccal mucosa | scc of the buccal mucosa | squamous cell carcinoma of the buccal mucosa	254437001		C4040			C0280299	
MONDO:0021437	lipoma of stomach	gastric lipoma | lipoma of the stomach | stomach lipoma	695751021000132104		C5258			C1333777	
MONDO:0021439	benign neoplasm of pituitary gland	benign neoplasm of pituitary | benign neoplasm of the pituitary | benign neoplasm of the pituitary gland | benign pituitary gland neoplasm | benign pituitary gland tumor | benign pituitary gland tumour | benign pituitary neoplasm | benign pituitary tumor | benign pituitary tumour | benign tumor of pituitary | benign tumor of pituitary gland | benign tumor of the pituitary | benign tumor of the pituitary gland | benign tumour of pituitary | benign tumour of pituitary gland | benign tumour of the pituitary | benign tumour of the pituitary gland | pituitary gland benign neoplasm | pituitary neoplasms, benign | pituitary tumor, benign	92296004	60009	C4782	D35.2		C0496901	
MONDO:0021440	benign neoplasm of skin	benign cutaneous neoplasm | benign cutaneous tumor | benign cutaneous tumour | benign neoplasm of the skin | benign skin neoplasm | benign skin tumor | benign skin tumour | benign tumor of skin | benign tumor of the skin | benign tumour of skin | benign tumour of the skin | skin neoplasms, benign | zone of skin benign neoplasm	92384009		C2896			C0004998	
MONDO:0021441	benign neoplasm of exocrine pancreas	benign exocrine pancreas tumor | benign exocrine pancreas tumour | benign exocrine pancreatic neoplasm | benign neoplasm of the exocrine pancreas | benign tumor of exocrine pancreas | benign tumor of the exocrine pancreas | benign tumour of exocrine pancreas | benign tumour of the exocrine pancreas | exocrine pancreas benign neoplasm	271956003	0080781	C4613			C0347285	
MONDO:0021443	benign neoplasm of lymph node	benign lymph node neoplasm | benign lymph node tumor | benign lymph node tumour | benign neoplasm of the lymph node | benign tumor of lymph node | benign tumor of the lymph node | benign tumour of lymph node | benign tumour of the lymph node | lymph node benign neoplasm	92197001	0080617	C3636			C0154054	
MONDO:0021444	benign neoplasm of large intestine	benign colorectal neoplasm | benign colorectal neoplasms | benign colorectal tumor | benign colorectal tumors | benign colorectal tumour | benign colorectal tumours | benign large bowel neoplasm | benign large bowel tumor | benign large bowel tumour | benign large intestine neoplasm | benign large intestine tumor | benign large intestine tumour | benign neoplasm of large bowel | benign neoplasm of the large bowel | benign neoplasm of the large intestine | benign tumor of large bowel | benign tumor of large intestine | benign tumor of the large bowel | benign tumor of the large intestine | benign tumour of large bowel | benign tumour of large intestine | benign tumour of the large bowel | benign tumour of the large intestine | colorectal neoplasms, benign | colorectal tumors, benign | large intestine benign neoplasm | neoplasms, colorectal, benign | tumors, colorectal, benign	92170008		C4610			C0347272	
MONDO:0021445	benign neoplasm of oral cavity	benign mouth neoplasm | benign mouth tumor | benign mouth tumour | benign neoplasm of mouth | benign neoplasm of the mouth | benign neoplasm of the oral cavity | benign oral cavity neoplasm | benign oral cavity tumor | benign oral cavity tumour | benign tumor of mouth | benign tumor of oral cavity | benign tumor of the mouth | benign tumor of the oral cavity | benign tumour of mouth | benign tumour of oral cavity | benign tumour of the mouth | benign tumour of the oral cavity | oral cavity benign neoplasm	419645003		C7607			C0347197	
MONDO:0021446	benign neoplasm of epiglottis	benign epiglottic neoplasm | benign epiglottic tumor | benign epiglottic tumour | benign Epiglottis neoplasm | benign Epiglottis tumor | benign Epiglottis tumour | benign neoplasm of the Epiglottis | benign tumor of Epiglottis | benign tumor of the Epiglottis | benign tumour of Epiglottis | benign tumour of the Epiglottis | epiglottis benign neoplasm	92089006		C4606			C0347236	
MONDO:0021447	benign neoplasm of testis	benign neoplasm of the testis | benign testicular neoplasm | benign testicular tumor | benign testicular tumour | benign tumor of testis | benign tumor of the testis | benign tumour of testis | benign tumour of the testis | testis benign neoplasm	92428008		C3612	D29.2		C0154007	
MONDO:0021449	benign neoplasm of stomach	benign gastric neoplasm | benign gastric tumor | benign gastric tumors | benign gastric tumour | benign gastric tumours | benign neoplasm of the stomach | benign stomach neoplasms | benign stomach tumors | benign stomach tumours | benign tumor of stomach | benign tumor of the stomach | benign tumors of stomach | benign tumors of the stomach | benign tumour of stomach | benign tumour of the stomach | benign tumours of stomach | benign tumours of the stomach | gastric neoplasms, benign | gastric tumors, benign | stomach benign neoplasm | stomach neoplasms, benign | stomach tumors, benign	92411005		C3599	D13.1		C0153943	
MONDO:0021450	benign neoplasm of heart	benign Cardiac neoplasm | benign Cardiac tumor | benign Cardiac tumour | benign heart neoplasm | benign heart tumor | benign heart tumour | benign neoplasm of the heart | benign tumor of heart | benign tumor of the heart | benign tumour of heart | benign tumour of the heart | heart benign neoplasm	92132009		C3605	D15.1		C0153957	
MONDO:0021451	benign neoplasm of brain	benign brain neoplasm | benign brain tumor | benign brain tumour | benign neoplasm of the brain | benign tumor of brain | benign tumor of the brain | benign tumour of brain | benign tumour of the brain | brain benign neoplasm | brain neoplasms, benign	92030004		C4781			C0496899	
MONDO:0021452	benign neoplasm of cornea	benign cornea neoplasm | benign cornea tumor | benign cornea tumour | benign corneal neoplasm | benign corneal tumor | benign corneal tumour | benign neoplasm of the cornea | benign tumor of cornea | benign tumor of the cornea | benign tumour of cornea | benign tumour of the cornea | cornea benign neoplasm	92070006		C3623	D31.1		C0154026	
MONDO:0021453	benign neoplasm of retina	benign neoplasm of the retina | benign retina neoplasm | benign retina tumor | benign retina tumour | benign retinal neoplasm | benign retinal tumor | benign retinal tumour | benign tumor of retina | benign tumor of the retina | benign tumour of retina | benign tumour of the retina | retina benign neoplasm	92321003		C3624	D31.2		C0154027	
MONDO:0021454	benign neoplasm of eye	benign eye neoplasm | benign eye tumor | benign eye tumour | benign neoplasm of the eye | benign ocular neoplasm | benign ocular tumor | benign ocular tumour | benign tumor of eye | benign tumor of the eye | benign tumour of eye | benign tumour of the eye | eye benign neoplasm	92097004		C4780			C1867616	
MONDO:0021455	benign neoplasm of neck	benign neck neoplasm | benign neck tumor | benign neck tumour | benign neoplasm of the neck | benign tumor of neck | benign tumor of the neck | benign tumour of neck | benign tumour of the neck | neck benign neoplasm	92246000		C4884			C0684815	
MONDO:0021456	benign neoplasm of sternum	benign neoplasm of the sternum | benign sternal neoplasm | benign sternal tumor | benign sternal tumour | benign tumor of sternum | benign tumor of the sternum | benign tumour of sternum | benign tumour of the sternum | sternum benign neoplasm	92410006		C8416			C0347312	
MONDO:0021457	benign neoplasm of pleura	benign neoplasm of the pleura | benign pleural neoplasm | benign pleural tumor | benign pleural tumour | benign tumor of pleura | benign tumor of the pleura | benign tumour of pleura | benign tumour of the pleura | pleura benign neoplasm	92298003		C3603			C0153955	
MONDO:0021458	benign neoplasm of penis	benign neoplasm of the penis | benign penile neoplasm | benign penile tumor | benign penile tumour | benign tumor of penis | benign tumor of the penis | benign tumour of penis | benign tumour of the penis | penis benign neoplasm	92286008		C3489	D29.0		C0149627	
MONDO:0021459	benign neoplasm of esophagus	benign esophageal neoplasm | benign esophageal tumor | benign esophageal tumour | benign esophagus neoplasm | benign esophagus tumor | benign neoplasm of the esophagus | benign neoplasm of the oesophagus | benign oesophagus neoplasm | benign oesophagus tumour | benign tumor of esophagus | benign tumor of the esophagus | benign tumour of oesophagus | benign tumour of the oesophagus | esophagus benign neoplasm | oesophagus benign neoplasm	92091003		C3598	D13.0		C0153942	
MONDO:0021460	benign neoplasm of salivary gland	benign neoplasm of the salivary gland | benign salivary gland neoplasm | benign salivary gland tumor | benign salivary gland tumour | benign tumor of salivary gland | benign tumor of the salivary gland | benign tumour of salivary gland | benign tumour of the salivary gland | saliva-secreting gland benign neoplasm | salivary gland neoplasm, benign	255154009		C4600			C0347206	
MONDO:0021461	benign neoplasm of hypopharynx	benign hypopharyngeal neoplasm | benign hypopharyngeal tumor | benign hypopharyngeal tumour | benign neoplasm of the hypopharynx | benign tumor of hypopharynx | benign tumor of the hypopharynx | benign tumour of hypopharynx | benign tumour of the hypopharynx | hypopharyngeal neoplasm, benign | hypopharynx benign neoplasm	92139000		C3596	D10.7		C0153939	
MONDO:0021462	benign neoplasm of rectum	benign neoplasm of the rectum | benign rectal neoplasm | benign rectal neoplasms | benign rectal tumor | benign rectal tumors | benign rectal tumour | benign rectal tumours | benign tumor of rectum | benign tumor of the rectum | benign tumour of rectum | benign tumour of the rectum | rectal neoplasms, benign | rectal tumors, benign | rectum benign neoplasm	92318000		C4774	D12.8		C0496867	
MONDO:0021463	benign neoplasm of parathyroid gland	benign neoplasm of parathyroid | benign neoplasm of the parathyroid | benign neoplasm of the parathyroid gland | benign parathyroid gland neoplasm | benign parathyroid gland tumor | benign parathyroid gland tumour | benign parathyroid neoplasm | benign parathyroid tumor | benign parathyroid tumour | benign tumor of parathyroid | benign tumor of parathyroid gland | benign tumor of the parathyroid | benign tumor of the parathyroid gland | benign tumour of parathyroid | benign tumour of parathyroid gland | benign tumour of the parathyroid | benign tumour of the parathyroid gland | parathyroid gland benign neoplasm | parathyroid tumor benign | parathyroid tumour benign	92272009	60008	C3630	D35.1		C0154041	
MONDO:0021464	benign neoplasm of cecum	benign cecum neoplasm | benign cecum tumor | benign cecum tumour | benign neoplasm of the cecum | benign tumor of cecum | benign tumor of the cecum | benign tumour of cecum | benign tumour of the cecum | caecum benign neoplasm	92040001		C4772	D12.0		C0496859	
MONDO:0021465	benign neoplasm of appendix	benign appendix neoplasm | benign appendix tumor | benign appendix tumour | benign neoplasm of the appendix | benign tumor of appendix | benign tumor of the appendix | benign tumour of appendix | benign tumour of the appendix | vermiform appendix benign neoplasm	91981009		C4773	D12.1		C0496860	
MONDO:0021467	benign neoplasm of renal pelvis	benign kidney pelvis neoplasm | benign neoplasm of the renal pelvis | benign renal pelvis neoplasm | benign renal pelvis tumor | benign renal pelvis tumour | benign tumor of renal pelvis | benign tumor of the renal pelvis | benign tumour of renal pelvis | benign tumour of the renal pelvis | renal pelvis benign neoplasm	92319008		C3616	D30.1		C0154015	
MONDO:0021468	benign neoplasm of adrenal medulla	adrenal medulla benign neoplasm | benign adrenal medulla neoplasm | benign adrenal medulla tumor | benign adrenal medulla tumour | benign neoplasm of the adrenal medulla | benign tumor of adrenal medulla | benign tumor of the adrenal medulla | benign tumour of adrenal medulla | benign tumour of the adrenal medulla	91968002		C4895			C0686512	
MONDO:0021469	benign neoplasm of anus	anus benign neoplasm | benign anal neoplasm | benign anal tumor | benign anal tumour | benign neoplasm of the anus | benign tumor of anus | benign tumor of the anus | benign tumour of anus | benign tumour of the anus	91978004		C4611			C0347276	
MONDO:0021470	benign neoplasm of pancreas	benign neoplasm of the pancreas | benign pancreas neoplasm | benign pancreas tumor | benign pancreas tumour | benign pancreatic neoplasm | benign pancreatic tumor | benign pancreatic tumour | benign tumor of pancreas | benign tumor of the pancreas | benign tumour of pancreas | benign tumour of the pancreas | pancreas benign neoplasm | pancreas neoplasm, benign | pancreas tumor, benign | pancreatic neoplasm, benign | pancreatic tumor, benign	92264007		C4612	D13.6		C0347284	
MONDO:0021471	benign neoplasm of endometrium	benign endometrial neoplasm | benign endometrial tumor | benign endometrial tumour | benign endometrium neoplasm | benign endometrium tumor | benign endometrium tumour | benign neoplasm of the endometrium | benign tumor of endometrium | benign tumor of the endometrium | benign tumour of endometrium | benign tumour of the endometrium | endometrium benign neoplasm	92086004		C4894			C0686239	
MONDO:0021472	benign neoplasm of scrotum	benign neoplasm of the scrotum | benign scrotal neoplasm | benign scrotal tumor | benign scrotal tumour | benign tumor of scrotum | benign tumor of the scrotum | benign tumour of scrotum | benign tumour of the scrotum | scrotum benign neoplasm	92336000		C3615	D29.4		C0154011	
MONDO:0021473	benign neoplasm of epididymis	benign epididymal neoplasm | benign epididymal tumor | benign epididymal tumour | benign neoplasm of the epididymis | benign tumor of epididymis | benign tumor of the epididymis | benign tumour of epididymis | benign tumour of the epididymis | epididymis benign neoplasm	92088003		C3614	D29.3		C0154010	
MONDO:0021474	benign neoplasm of ear	aural neoplasms, benign | benign Ear neoplasm | benign Ear tumor | benign Ear tumour | benign neoplasm of the Ear | benign tumor of Ear | benign tumor of the Ear | benign tumour of Ear | benign tumour of the Ear | ear benign neoplasm	255181009		C8417			C0347354	
MONDO:0021475	benign neoplasm of nasal cavity	benign nasal cavity neoplasm | benign nasal cavity tumor | benign nasal cavity tumour | benign neoplasm of the nasal cavity | benign tumor of nasal cavity | benign tumor of the nasal cavity | benign tumour of nasal cavity | benign tumour of the nasal cavity | nasal cavity benign neoplasm	92241005		C4603			C0347215	
MONDO:0021476	benign neoplasm of tongue	benign neoplasm of the tongue | benign tongue neoplasm | benign tongue tumor | benign tongue tumour | benign tumor of the tongue | benign tumor of tongue | benign tumour of the tongue | benign tumour of tongue | tongue benign neoplasm | tongue neoplasm, benign	92443005		C3592	D10.1		C0153933	
MONDO:0021477	benign neoplasm of sphenoidal sinus	benign neoplasm of sphenoid sinus | benign neoplasm of the sphenoid sinus | benign neoplasm of the sphenoidal sinus | benign sphenoid sinus neoplasm | benign sphenoid sinus tumor | benign sphenoid sinus tumour | benign sphenoidal sinus neoplasm | benign sphenoidal sinus tumor | benign sphenoidal sinus tumour | benign tumor of sphenoid sinus | benign tumor of sphenoidal sinus | benign tumor of the sphenoid sinus | benign tumor of the sphenoidal sinus | benign tumour of sphenoid sinus | benign tumour of sphenoidal sinus | benign tumour of the sphenoid sinus | benign tumour of the sphenoidal sinus | sphenoidal sinus benign neoplasm	92404006		C4422			C0345678	
MONDO:0021478	benign neoplasm of nasopharynx	benign nasopharyngeal neoplasm | benign nasopharyngeal tumor | benign nasopharyngeal tumour | benign neoplasm of the nasopharynx | benign tumor of nasopharynx | benign tumor of the nasopharynx | benign tumour of nasopharynx | benign tumour of the nasopharynx | nasopharyngeal neoplasm, benign | nasopharynx benign neoplasm	188800003		C3595	D10.6		C0153938	
MONDO:0021479	benign neoplasm of oropharynx	benign neoplasm of the oropharynx | benign oropharyngeal neoplasm | benign oropharyngeal tumor | benign oropharyngeal tumour | benign tumor of oropharynx | benign tumor of the oropharynx | benign tumour of oropharynx | benign tumour of the oropharynx | oropharyngeal neoplasm benign | oropharynx benign neoplasm	92259008		C4604			C0347229	
MONDO:0021480	benign neoplasm of soft palate	benign neoplasm of the soft palate | benign soft palate neoplasm | benign soft palate tumor | benign soft palate tumour | benign tumor of soft palate | benign tumor of the soft palate | benign tumour of soft palate | benign tumour of the soft palate | soft palate benign neoplasm	92386006		C4404			C0345557	
MONDO:0021481	benign neoplasm of submandibular gland	benign neoplasm of the submandibular gland | benign submandibular gland neoplasm | benign submandibular gland tumor | benign submandibular gland tumour | benign tumor of submandibular gland | benign tumor of the submandibular gland | benign tumour of submandibular gland | benign tumour of the submandibular gland | submandibular gland benign neoplasm	92415001		C4891			C0685988	
MONDO:0021482	benign neoplasm of middle ear	benign middle Ear neoplasm | benign middle Ear tumor | benign middle Ear tumour | benign neoplasm of the middle Ear | benign tumor of middle Ear | benign tumor of the middle Ear | benign tumour of middle Ear | benign tumour of the middle Ear | middle ear benign neoplasm	92218002		C4602			C0347213	
MONDO:0021483	benign neoplasm of frontal sinus	benign frontal sinus neoplasm | benign frontal sinus tumor | benign frontal sinus tumour | benign neoplasm of the frontal sinus | benign tumor of frontal sinus | benign tumor of the frontal sinus | benign tumour of frontal sinus | benign tumour of the frontal sinus | frontal sinus benign neoplasm	92115005		C4420			C0345674	
MONDO:0021484	benign neoplasm of maxillary sinus	benign maxillary antrum neoplasm | benign maxillary antrum tumor | benign maxillary antrum tumour | benign maxillary sinus neoplasm | benign maxillary sinus tumor | benign maxillary sinus tumour | benign maxillofacial sinus neoplasm | benign maxillofacial sinus tumor | benign maxillofacial sinus tumour | benign neoplasm of maxillary antrum | benign neoplasm of maxillofacial sinus | benign neoplasm of the maxillary antrum | benign neoplasm of the maxillary sinus | benign neoplasm of the maxillofacial sinus | benign tumor of maxillary antrum | benign tumor of maxillary sinus | benign tumor of maxillofacial sinus | benign tumor of the maxillary antrum | benign tumor of the maxillary sinus | benign tumor of the maxillofacial sinus | benign tumour of maxillary antrum | benign tumour of maxillary sinus | benign tumour of maxillofacial sinus | benign tumour of the maxillary antrum | benign tumour of the maxillary sinus | benign tumour of the maxillofacial sinus | maxillary sinus benign neoplasm	92211008		C4414			C0345666	
MONDO:0021485	benign neoplasm of iris	benign iris neoplasm | benign iris tumor | benign iris tumour | benign neoplasm of the iris | benign tumor of iris | benign tumor of the iris | benign tumour of iris | benign tumour of the iris | iris benign neoplasm	189151003		C4555			C0346374	
MONDO:0021486	benign neoplasm of ciliary body	benign ciliary body neoplasm | benign ciliary body tumor | benign ciliary body tumour | benign neoplasm of the ciliary body | benign tumor of ciliary body | benign tumor of the ciliary body | benign tumour of ciliary body | benign tumour of the ciliary body | ciliary body benign neoplasm	92060009		C4779	D31.4		C0496894	
MONDO:0021487	benign neoplasm of choroid	benign choroid neoplasm | benign choroid tumor | benign choroid tumour | benign neoplasm of the choroid | benign tumor of choroid | benign tumor of the choroid | benign tumour of choroid | benign tumour of the choroid | optic choroid benign neoplasm	92059004		C3625	D31.3		C0154028	
MONDO:0021488	benign neoplasm of lacrimal gland	benign lacrimal gland neoplasm | benign lacrimal gland tumor | benign lacrimal gland tumour | benign neoplasm of the lacrimal gland | benign tumor of lacrimal gland | benign tumor of the lacrimal gland | benign tumour of lacrimal gland | benign tumour of the lacrimal gland | lacrimal gland benign neoplasm	92169007		C3621			C0154024	
MONDO:0021489	benign neoplasm of sweat gland	benign neoplasm of the sweat gland | benign sweat gland neoplasm | benign sweat gland tumor | benign sweat gland tumour | benign tumor of sweat gland | benign tumor of the sweat gland | benign tumour of sweat gland | benign tumour of the sweat gland | sweat gland benign neoplasm | sweat gland neoplasm, benign	92422009		C4879			C0684354	
MONDO:0021490	benign neoplasm of sebaceous gland	benign neoplasm of the sebaceous gland | benign sebaceous gland neoplasm | benign sebaceous gland tumor | benign sebaceous gland tumour | benign sebaceous neoplasm | benign sebaceous skin neoplasm | benign sebaceous skin tumor | benign sebaceous skin tumour | benign sebaceous tumor | benign sebaceous tumour | benign tumor of sebaceous gland | benign tumor of the sebaceous gland | benign tumour of sebaceous gland | benign tumour of the sebaceous gland | sebaceous gland benign neoplasm	92337009		C8525			C0684358	
MONDO:0021491	benign neoplasm of gum	benign gingival neoplasm | benign gingival tumor | benign gingival tumour | benign gum neoplasm | benign gum tumor | benign gum tumour | benign neoplasm of gingiva | benign neoplasm of the gingiva | benign neoplasm of the gum | benign tumor of gingiva | benign tumor of gum | benign tumor of the gingiva | benign tumor of the gum | benign tumour of gingiva | benign tumour of gum | benign tumour of the gingiva | benign tumour of the gum | gingiva benign neoplasm	92126004		C4598			C0347201	
MONDO:0021492	benign neoplasm of major salivary gland	benign Major salivary gland neoplasm | benign Major salivary gland tumor | benign Major salivary gland tumour | benign neoplasm of the Major salivary gland | benign tumor of Major salivary gland | benign tumor of the Major salivary gland | benign tumour of Major salivary gland | benign tumour of the Major salivary gland | major salivary gland benign neoplasm	92205005		C4771			C0496858	
MONDO:0021493	benign neoplasm of minor salivary gland	benign minor salivary gland neoplasm | benign minor salivary gland tumor | benign minor salivary gland tumour | benign neoplasm of the minor salivary gland | benign tumor of minor salivary gland | benign tumor of the minor salivary gland | benign tumour of minor salivary gland | benign tumour of the minor salivary gland | minor salivary gland benign neoplasm	92220004		C4411			C0345615	
MONDO:0021494	benign neoplasm of parotid gland	benign neoplasm of parotid | benign neoplasm of the parotid | benign neoplasm of the parotid gland | benign parotid gland neoplasm | benign parotid gland tumor | benign parotid gland tumour | benign parotid neoplasm | benign parotid tumor | benign parotid tumour | benign tumor of parotid | benign tumor of parotid gland | benign tumor of the parotid | benign tumor of the parotid gland | benign tumour of parotid | benign tumour of parotid gland | benign tumour of the parotid | benign tumour of the parotid gland | parotid gland benign neoplasm	92279000		C4770	D11.0		C0496857	
MONDO:0021495	benign neoplasm of sublingual gland	benign neoplasm of the sublingual gland | benign sublingual gland neoplasm | benign sublingual gland tumor | benign sublingual gland tumour | benign tumor of sublingual gland | benign tumor of the sublingual gland | benign tumour of sublingual gland | benign tumour of the sublingual gland | sublingual gland benign neoplasm	92413008		C4601			C0347208	
MONDO:0021496	benign neoplasm of lip	benign Lip neoplasm | benign Lip tumor | benign Lip tumour | benign neoplasm of the Lip | benign tumor of Lip | benign tumor of the Lip | benign tumour of Lip | benign tumour of the Lip | lip benign neoplasm | lip neoplasm, benign	92185002		C3591	D10.0		C0153932	
MONDO:0021497	benign neoplasm of cerebrum	benign cerebral hemispheric neoplasm | benign cerebral hemispheric tumor | benign cerebral hemispheric tumour | benign cerebral neoplasm | benign cerebral tumor | benign cerebral tumour | benign neoplasm of cerebral hemispheres | benign neoplasm of the cerebral hemispheres | benign neoplasm of the cerebrum | benign tumor of cerebral hemispheres | benign tumor of cerebrum | benign tumor of the cerebral hemispheres | benign tumor of the cerebrum | benign tumour of cerebral hemispheres | benign tumour of cerebrum | benign tumour of the cerebral hemispheres | benign tumour of the cerebrum | telencephalon benign neoplasm	275269004		C8548			C0686378	
MONDO:0021498	benign neoplasm of placenta	benign neoplasm of the placenta | benign placenta neoplasm | benign placenta tumor | benign placenta tumour | benign placental neoplasm | benign placental tumor | benign placental tumour | benign tumor of placenta | benign tumor of the placenta | benign tumour of placenta | benign tumour of the placenta | placenta benign neoplasm | placental neoplasms, benign	92297008		C8545			C0686274	
MONDO:0021499	benign neoplasm of cerebellum	benign cerebellar neoplasm | benign cerebellar neoplasms | benign cerebellar tumor | benign cerebellar tumour | benign neoplasm of the cerebellum | benign tumor of cerebellum | benign tumor of the cerebellum | benign tumour of cerebellum | benign tumour of the cerebellum | cerebellar neoplasms, benign | cerebellum benign neoplasm | neoplasms, benign, cerebellar | neoplasms, cerebellar, benign	92050000		C4955			C0750995	
MONDO:0021500	benign neoplasm of spleen	benign neoplasm of the spleen | benign splenic neoplasm | spleen benign neoplasm	92408009		C4902			C0686615	
MONDO:0021501	benign neoplasm of small intestine	benign neoplasm of the small intestine | benign small intestinal neoplasm | benign small intestinal tumor | benign small intestinal tumour | benign small intestine neoplasm | benign small intestine tumor | benign small intestine tumour | benign tumor of small intestine | benign tumor of the small intestine | benign tumour of small intestine | benign tumour of the small intestine | small intestine benign neoplasm	92385005		C3600			C0153944	
MONDO:0021503	benign neoplasm of gallbladder	benign gallbladder neoplasm | benign gallbladder tumor | benign gallbladder tumour | benign neoplasm of the gallbladder | benign tumor of gallbladder | benign tumor of the gallbladder | benign tumour of gallbladder | benign tumour of the gallbladder | gall bladder benign neoplasm | gallbladder benign neoplasm | gallbladder benign tumor | gallbladder benign tumour	92117002	0080640	C4440			C0345912	
MONDO:0021505	benign neoplasm of endocardium	benign endocardial neoplasm | benign endocardial tumor | benign endocardial tumour | benign neoplasm of the endocardium | benign tumor of endocardium | benign tumor of the endocardium | benign tumour of endocardium | benign tumour of the endocardium | endocardium benign neoplasm	92083007		C4608			C0347254	
MONDO:0021506	benign neoplasm of spinal cord	benign neoplasm of the spinal cord | benign spinal cord neoplasm | benign spinal cord tumor | benign spinal cord tumour | benign tumor of spinal cord | benign tumor of the spinal cord | benign tumour of spinal cord | benign tumour of the spinal cord | spinal cord benign neoplasm | spinal cord neoplasm, benign	92405007		C3627	D33.4		C0154034	
MONDO:0021507	benign neoplasm of brain stem	benign brain stem neoplasm | benign brain stem neoplasms | benign brain stem tumor | benign brain stem tumour | benign brainstem neoplasm | benign brainstem neoplasms | benign brainstem tumor | benign brainstem tumors | benign brainstem tumour | benign brainstem tumours | benign neoplasm of brainstem | benign neoplasm of the brain stem | benign neoplasm of the brainstem | benign neoplasms of brainstem | benign neoplasms of the brainstem | benign tumor of brain stem | benign tumor of brainstem | benign tumor of the brain stem | benign tumor of the brainstem | benign tumors of brainstem | benign tumors of the brainstem | benign tumour of brain stem | benign tumour of brainstem | benign tumour of the brain stem | benign tumour of the brainstem | benign tumours of brainstem | benign tumours of the brainstem | brainstem benign neoplasm	92029009		C8549			C0686400	
MONDO:0021508	benign neoplasm of epicardium	benign epicardial neoplasm | benign epicardial tumor | benign epicardial tumour | benign neoplasm of the epicardium | benign tumor of epicardium | benign tumor of the epicardium | benign tumour of epicardium | benign tumour of the epicardium | epicardium benign neoplasm	92087008		C8535			C0685115	
